association_logo_url,big_logo_url,country_code,id_provider,international_name,logo_url,medium_logo_url,team_code,team_type_detail,display_official_name,club_id
https://img.uefa.com/imgml/uefacom/elements/logos/ma/DEN.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/89695.png,DEN,FAME,Horsens,https://img.uefa.com/imgml/TP/teams/logos/70x70/89695.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/89695.png,HOR,DOMESTIC_MEN_TEAM_A,AC Horsens,89695
https://img.uefa.com/imgml/uefacom/elements/logos/ma/SWE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50152.png,SWE,FAME,Malmö,https://img.uefa.com/imgml/TP/teams/logos/70x70/50152.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50152.png,MAL,DOMESTIC_MEN_TEAM_A,Malmö FF,50152
https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2600431.png,GER,FAME,Hoffenheim,https://img.uefa.com/imgml/TP/teams/logos/70x70/2600431.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2600431.png,HOF,DOMESTIC_MEN_TEAM_A,TSG 1899 Hoffenheim,2600431
https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2601127.png,ENG,FAME,Brentford,https://img.uefa.com/imgml/TP/teams/logos/70x70/2601127.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2601127.png,,DOMESTIC_MEN_TEAM_A,Brentford FC,2601127
https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52969.png,ITA,FAME,Bologna,https://img.uefa.com/imgml/TP/teams/logos/70x70/52969.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52969.png,BOL,DOMESTIC_MEN_TEAM_A,Bologna FC,52969
https://img.uefa.com/imgml/uefacom/elements/logos/ma/ESP.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50080.png,ESP,FAME,Barcelona,https://img.uefa.com/imgml/TP/teams/logos/70x70/50080.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,BAR,DOMESTIC_MEN_TEAM_A,FC Barcelona,50080
https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2603790.png,GER,FAME,Leipzig,https://img.uefa.com/imgml/TP/teams/logos/70x70/2603790.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2603790.png,LEI,DOMESTIC_MEN_TEAM_A,RB Leipzig,2603790
https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50089.png,ITA,FAME,Sampdoria,https://img.uefa.com/imgml/TP/teams/logos/70x70/50089.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50089.png,SAM,DOMESTIC_MEN_TEAM_A,UC Sampdoria,50089
https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/54262.png,ITA,FAME,Parma,https://img.uefa.com/imgml/TP/teams/logos/70x70/54262.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/54262.png,PAR,DOMESTIC_MEN_TEAM_A,Parma FC,54262
https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/64105.png,ITA,FAME,Brescia,https://img.uefa.com/imgml/TP/teams/logos/70x70/64105.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/64105.png,BRE,DOMESTIC_MEN_TEAM_A,Brescia Calcio,64105
https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2601129.png,ENG,FAME,Bristol Rovers,https://img.uefa.com/imgml/TP/teams/logos/70x70/2601129.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2601129.png,,DOMESTIC_MEN_TEAM_A,Bristol Rovers FC,2601129
https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50109.png,GER,FAME,Leverkusen,https://img.uefa.com/imgml/TP/teams/logos/70x70/50109.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50109.png,BL,DOMESTIC_MEN_TEAM_A,Bayer 04 Leverkusen,50109
https://img.uefa.com/imgml/uefacom/elements/logos/ma/USA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2608785.png,USA,FAME,Minnesota,https://img.uefa.com/imgml/TP/teams/logos/70x70/2608785.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2608785.png,,DOMESTIC_MEN_TEAM_A,Minnesota United,2608785
https://img.uefa.com/imgml/uefacom/elements/logos/ma/FIN.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50052.png,FIN,FAME,HJK,https://img.uefa.com/imgml/TP/teams/logos/70x70/50052.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50052.png,HJK,DOMESTIC_MEN_TEAM_A,HJK Helsinki,50052
https://img.uefa.com/imgml/uefacom/elements/logos/ma/BEL.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/61582.png,BEL,FAME,Genk,https://img.uefa.com/imgml/TP/teams/logos/70x70/61582.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/61582.png,GNK,DOMESTIC_MEN_TEAM_A,KRC Genk,61582
https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/77904.png,ITA,FAME,Chievo,https://img.uefa.com/imgml/TP/teams/logos/70x70/77904.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/77904.png,CHI,DOMESTIC_MEN_TEAM_A,AC Chievo Verona,77904
https://img.uefa.com/imgml/uefacom/elements/logos/ma/SWE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52344.png,SWE,FAME,Elfsborg,https://img.uefa.com/imgml/TP/teams/logos/70x70/52344.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52344.png,ELF,DOMESTIC_MEN_TEAM_A,IF Elfsborg,52344
https://img.uefa.com/imgml/uefacom/elements/logos/ma/SWE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/69621.png,SWE,FAME,Häcken,https://img.uefa.com/imgml/TP/teams/logos/70x70/69621.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/69621.png,HÄC,DOMESTIC_MEN_TEAM_A,BK Häcken,69621
https://img.uefa.com/imgml/uefacom/elements/logos/ma/NED.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/77910.png,NED,FAME,Zwolle,https://img.uefa.com/imgml/TP/teams/logos/70x70/77910.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/77910.png,ZWO,DOMESTIC_MEN_TEAM_A,PEC Zwolle,77910
https://img.uefa.com/imgml/uefacom/elements/logos/ma/CYP.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/77481.png,CYP,FAME,Pafos,https://img.uefa.com/imgml/TP/teams/logos/70x70/77481.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/77481.png,AEP,DOMESTIC_MEN_TEAM_A,Pafos FC,77481
https://img.uefa.com/imgml/uefacom/elements/logos/ma/POL.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2604891.png,POL,FAME,Warta Poznan,https://img.uefa.com/imgml/TP/teams/logos/70x70/2604891.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2604891.png,,DOMESTIC_MEN_TEAM_A,Warta Poznan,2604891
https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52282.png,ENG,FAME,QPR,https://img.uefa.com/imgml/TP/teams/logos/70x70/52282.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52282.png,QPR,DOMESTIC_MEN_TEAM_A,Queens Park Rangers FC,52282
