id,international_name,competition_name,count,country_code
250100056,Emerson,European Championship,6,ITA
250100056,Emerson,FIFA World Cup,3,ITA
250100056,Emerson,Friendly Matches,5,ITA
250100056,Emerson,UEFA Nations League,5,ITA
250100056,Emerson,total,19,ITA
250061597,Federico Bernardeschi,European Championship,16,ITA
250061597,Federico Bernardeschi,FIFA World Cup,13,ITA
250061597,Federico Bernardeschi,Friendly Matches,10,ITA
250061597,Federico Bernardeschi,UEFA Nations League,5,ITA
250061597,Federico Bernardeschi,total,44,ITA
250090398,Federico Chiesa,European Championship,8,ITA
250090398,Federico Chiesa,FIFA World Cup,3,ITA
250090398,Federico Chiesa,Friendly Matches,8,ITA
250090398,Federico Chiesa,UEFA Nations League,8,ITA
250090398,Federico Chiesa,total,27,ITA
250052957,Francesco Acerbi,European Championship,7,ITA
250052957,Francesco Acerbi,FIFA World Cup,5,ITA
250052957,Francesco Acerbi,Friendly Matches,8,ITA
250052957,Francesco Acerbi,UEFA Nations League,8,ITA
250052957,Francesco Acerbi,total,28,ITA
250105617,Giacomo Raspadori,European Championship,1,ITA
250105617,Giacomo Raspadori,Friendly Matches,1,ITA
250105617,Giacomo Raspadori,total,2,ITA
250078922,Gianluigi Donnarumma,European Championship,8,ITA
250078922,Gianluigi Donnarumma,FIFA World Cup,15,ITA
250078922,Gianluigi Donnarumma,Friendly Matches,9,ITA
250078922,Gianluigi Donnarumma,UEFA Nations League,10,ITA
250078922,Gianluigi Donnarumma,total,42,ITA
59142,Giorgio Chiellini,Confederations Cup,8,ITA
59142,Giorgio Chiellini,European Championship,40,ITA
59142,Giorgio Chiellini,FIFA World Cup,29,ITA
59142,Giorgio Chiellini,Friendly Matches,40,ITA
59142,Giorgio Chiellini,UEFA Nations League,8,ITA
59142,Giorgio Chiellini,total,125,ITA
250064229,Giovanni Di Lorenzo,European Championship,4,ITA
250064229,Giovanni Di Lorenzo,FIFA World Cup,3,ITA
250064229,Giovanni Di Lorenzo,Friendly Matches,3,ITA
250064229,Giovanni Di Lorenzo,UEFA Nations League,4,ITA
250064229,Giovanni Di Lorenzo,total,14,ITA
250067749,Jorginho,European Championship,11,ITA
250067749,Jorginho,FIFA World Cup,2,ITA
250067749,Jorginho,Friendly Matches,12,ITA
250067749,Jorginho,UEFA Nations League,10,ITA
250067749,Jorginho,total,35,ITA
250017925,Leonardo Bonucci,Confederations Cup,5,ITA
250017925,Leonardo Bonucci,European Championship,39,ITA
250017925,Leonardo Bonucci,FIFA World Cup,30,ITA
250017925,Leonardo Bonucci,Friendly Matches,40,ITA
250017925,Leonardo Bonucci,UEFA Nations League,8,ITA
250017925,Leonardo Bonucci,total,122,ITA
250020885,Leonardo Spinazzola,European Championship,5,ITA
250020885,Leonardo Spinazzola,FIFA World Cup,7,ITA
250020885,Leonardo Spinazzola,Friendly Matches,3,ITA
250020885,Leonardo Spinazzola,UEFA Nations League,4,ITA
250020885,Leonardo Spinazzola,total,19,ITA
250026037,Lorenzo Insigne,European Championship,13,ITA
250026037,Lorenzo Insigne,FIFA World Cup,21,ITA
250026037,Lorenzo Insigne,Friendly Matches,19,ITA
250026037,Lorenzo Insigne,UEFA Nations League,8,ITA
250026037,Lorenzo Insigne,total,61,ITA
250070130,Lorenzo Pellegrini,European Championship,4,ITA
250070130,Lorenzo Pellegrini,FIFA World Cup,6,ITA
250070130,Lorenzo Pellegrini,Friendly Matches,6,ITA
250070130,Lorenzo Pellegrini,UEFA Nations League,7,ITA
250070130,Lorenzo Pellegrini,total,23,ITA
250066747,Manuel Locatelli,European Championship,1,ITA
250066747,Manuel Locatelli,FIFA World Cup,3,ITA
250066747,Manuel Locatelli,Friendly Matches,4,ITA
250066747,Manuel Locatelli,UEFA Nations League,6,ITA
250066747,Manuel Locatelli,total,14,ITA
250006200,Marco Verratti,European Championship,14,ITA
250006200,Marco Verratti,FIFA World Cup,19,ITA
250006200,Marco Verratti,Friendly Matches,14,ITA
250006200,Marco Verratti,UEFA Nations League,4,ITA
250006200,Marco Verratti,total,51,ITA
250121401,Matteo Pessina,European Championship,1,ITA
250121401,Matteo Pessina,FIFA World Cup,3,ITA
250121401,Matteo Pessina,Friendly Matches,3,ITA
250121401,Matteo Pessina,UEFA Nations League,2,ITA
250121401,Matteo Pessina,total,9,ITA
250066739,Nicolò Barella,European Championship,11,ITA
250066739,Nicolò Barella,FIFA World Cup,5,ITA
250066739,Nicolò Barella,Friendly Matches,4,ITA
250066739,Nicolò Barella,UEFA Nations League,10,ITA
250066739,Nicolò Barella,total,30,ITA
250112488,Rafael Tolói,FIFA World Cup,1,ITA
250112488,Rafael Tolói,Friendly Matches,2,ITA
250112488,Rafael Tolói,total,3,ITA
106737,Salvatore Sirigu,Confederations Cup,5,ITA
106737,Salvatore Sirigu,European Championship,38,ITA
106737,Salvatore Sirigu,FIFA World Cup,16,ITA
106737,Salvatore Sirigu,Friendly Matches,26,ITA
106737,Salvatore Sirigu,UEFA Nations League,10,ITA
106737,Salvatore Sirigu,total,95,ITA
250099650,Stefano Sensi,European Championship,6,ITA
250099650,Stefano Sensi,FIFA World Cup,2,ITA
250099650,Stefano Sensi,Friendly Matches,2,ITA
250099650,Stefano Sensi,UEFA Nations League,3,ITA
250099650,Stefano Sensi,total,13,ITA
250039878,Aleksandar Trajkovski,European Championship,24,MKD
250039878,Aleksandar Trajkovski,FIFA World Cup,16,MKD
250039878,Aleksandar Trajkovski,Friendly Matches,21,MKD
250039878,Aleksandar Trajkovski,UEFA Nations League,12,MKD
250039878,Aleksandar Trajkovski,total,73,MKD
250005231,Arijan Ademi,European Championship,11,MKD
250005231,Arijan Ademi,FIFA World Cup,4,MKD
250005231,Arijan Ademi,Friendly Matches,4,MKD
250005231,Arijan Ademi,UEFA Nations League,5,MKD
250005231,Arijan Ademi,total,24,MKD
250043103,Boban Nikolov,European Championship,12,MKD
250043103,Boban Nikolov,FIFA World Cup,7,MKD
250043103,Boban Nikolov,Friendly Matches,7,MKD
250043103,Boban Nikolov,UEFA Nations League,11,MKD
250043103,Boban Nikolov,total,37,MKD
250022908,Damjan Siskovski,European Championship,12,MKD
250022908,Damjan Siskovski,FIFA World Cup,7,MKD
250022908,Damjan Siskovski,Friendly Matches,2,MKD
250022908,Damjan Siskovski,UEFA Nations League,10,MKD
250022908,Damjan Siskovski,total,31,MKD
250031583,Daniel Avramovski,European Championship,2,MKD
250031583,Daniel Avramovski,FIFA World Cup,2,MKD
250031583,Daniel Avramovski,Friendly Matches,4,MKD
250031583,Daniel Avramovski,total,8,MKD
250105582,Darko Churlinov,European Championship,4,MKD
250105582,Darko Churlinov,FIFA World Cup,1,MKD
250105582,Darko Churlinov,Friendly Matches,3,MKD
250105582,Darko Churlinov,total,8,MKD
250031588,Darko Velkoski,European Championship,15,MKD
250031588,Darko Velkoski,FIFA World Cup,7,MKD
250031588,Darko Velkoski,Friendly Matches,9,MKD
250031588,Darko Velkoski,UEFA Nations League,8,MKD
250031588,Darko Velkoski,total,39,MKD
250028268,Egzjan Alioski,European Championship,17,MKD
250028268,Egzjan Alioski,FIFA World Cup,14,MKD
250028268,Egzjan Alioski,Friendly Matches,7,MKD
250028268,Egzjan Alioski,UEFA Nations League,9,MKD
250028268,Egzjan Alioski,total,47,MKD
250055992,Egzon Bejtulai,European Championship,9,MKD
250055992,Egzon Bejtulai,FIFA World Cup,3,MKD
250055992,Egzon Bejtulai,Friendly Matches,2,MKD
250055992,Egzon Bejtulai,UEFA Nations League,10,MKD
250055992,Egzon Bejtulai,total,24,MKD
250091841,Eljif Elmas,European Championship,11,MKD
250091841,Eljif Elmas,FIFA World Cup,6,MKD
250091841,Eljif Elmas,Friendly Matches,2,MKD
250091841,Eljif Elmas,UEFA Nations League,8,MKD
250091841,Eljif Elmas,total,27,MKD
250064634,Enis Bardi,European Championship,11,MKD
250064634,Enis Bardi,FIFA World Cup,8,MKD
250064634,Enis Bardi,Friendly Matches,5,MKD
250064634,Enis Bardi,UEFA Nations League,9,MKD
250064634,Enis Bardi,total,33,MKD
250022169,Ferhan Hasani,European Championship,12,MKD
250022169,Ferhan Hasani,FIFA World Cup,16,MKD
250022169,Ferhan Hasani,Friendly Matches,15,MKD
250022169,Ferhan Hasani,UEFA Nations League,5,MKD
250022169,Ferhan Hasani,total,48,MKD
250031589,Gjoko Zajkov,European Championship,13,MKD
250031589,Gjoko Zajkov,FIFA World Cup,5,MKD
250031589,Gjoko Zajkov,Friendly Matches,4,MKD
250031589,Gjoko Zajkov,UEFA Nations League,10,MKD
250031589,Gjoko Zajkov,total,32,MKD
52148,Goran Pandev,European Championship,31,MKD
52148,Goran Pandev,FIFA World Cup,42,MKD
52148,Goran Pandev,Friendly Matches,41,MKD
52148,Goran Pandev,UEFA Nations League,9,MKD
52148,Goran Pandev,total,123,MKD
73471,Ivan Tričkovski,European Championship,18,MKD
73471,Ivan Tričkovski,FIFA World Cup,17,MKD
73471,Ivan Tričkovski,Friendly Matches,30,MKD
73471,Ivan Tričkovski,UEFA Nations League,8,MKD
73471,Ivan Tričkovski,total,73,MKD
107972,Kire Ristevski,European Championship,18,MKD
107972,Kire Ristevski,FIFA World Cup,12,MKD
107972,Kire Ristevski,Friendly Matches,16,MKD
107972,Kire Ristevski,UEFA Nations League,8,MKD
107972,Kire Ristevski,total,54,MKD
96418,Krste Velkoski,European Championship,17,MKD
96418,Krste Velkoski,FIFA World Cup,3,MKD
96418,Krste Velkoski,Friendly Matches,7,MKD
96418,Krste Velkoski,UEFA Nations League,6,MKD
96418,Krste Velkoski,total,33,MKD
250059633,Marjan Radeski,European Championship,11,MKD
250059633,Marjan Radeski,FIFA World Cup,8,MKD
250059633,Marjan Radeski,Friendly Matches,10,MKD
250059633,Marjan Radeski,total,29,MKD
250072833,Milan Ristovski,Friendly Matches,2,MKD
250072833,Milan Ristovski,total,2,MKD
250079552,Risto Jankov,FIFA World Cup,1,MKD
250079552,Risto Jankov,Friendly Matches,2,MKD
250079552,Risto Jankov,total,3,MKD
250004363,Stefan Ristovski,European Championship,20,MKD
250004363,Stefan Ristovski,FIFA World Cup,21,MKD
250004363,Stefan Ristovski,Friendly Matches,19,MKD
250004363,Stefan Ristovski,UEFA Nations League,10,MKD
250004363,Stefan Ristovski,total,70,MKD
107976,Stefan Spirovski,European Championship,11,MKD
107976,Stefan Spirovski,FIFA World Cup,12,MKD
107976,Stefan Spirovski,Friendly Matches,15,MKD
107976,Stefan Spirovski,UEFA Nations League,10,MKD
107976,Stefan Spirovski,total,48,MKD
250014421,Stole Dimitrievski,European Championship,17,MKD
250014421,Stole Dimitrievski,FIFA World Cup,11,MKD
250014421,Stole Dimitrievski,Friendly Matches,13,MKD
250014421,Stole Dimitrievski,UEFA Nations League,7,MKD
250014421,Stole Dimitrievski,total,48,MKD
250055403,Tihomir Kostadinov,European Championship,4,MKD
250055403,Tihomir Kostadinov,Friendly Matches,2,MKD
250055403,Tihomir Kostadinov,UEFA Nations League,4,MKD
250055403,Tihomir Kostadinov,total,10,MKD
250022910,Visar Musliu,European Championship,10,MKD
250022910,Visar Musliu,FIFA World Cup,7,MKD
250022910,Visar Musliu,Friendly Matches,4,MKD
250022910,Visar Musliu,UEFA Nations League,10,MKD
250022910,Visar Musliu,total,31,MKD
250116833,Vlatko Stojanovski,European Championship,8,MKD
250116833,Vlatko Stojanovski,FIFA World Cup,3,MKD
250116833,Vlatko Stojanovski,Friendly Matches,2,MKD
250116833,Vlatko Stojanovski,UEFA Nations League,6,MKD
250116833,Vlatko Stojanovski,total,19,MKD
108908,Daley Blind,European Championship,18,NED
108908,Daley Blind,FIFA World Cup,24,NED
108908,Daley Blind,Friendly Matches,28,NED
108908,Daley Blind,UEFA Nations League,10,NED
108908,Daley Blind,total,80,NED
250013855,Davy Klaassen,European Championship,6,NED
250013855,Davy Klaassen,FIFA World Cup,11,NED
250013855,Davy Klaassen,Friendly Matches,11,NED
250013855,Davy Klaassen,UEFA Nations League,2,NED
250013855,Davy Klaassen,total,30,NED
250112690,Denzel Dumfries,European Championship,8,NED
250112690,Denzel Dumfries,FIFA World Cup,3,NED
250112690,Denzel Dumfries,Friendly Matches,5,NED
250112690,Denzel Dumfries,UEFA Nations League,10,NED
250112690,Denzel Dumfries,total,26,NED
250081207,Donny van de Beek,European Championship,6,NED
250081207,Donny van de Beek,FIFA World Cup,6,NED
250081207,Donny van de Beek,Friendly Matches,9,NED
250081207,Donny van de Beek,UEFA Nations League,12,NED
250081207,Donny van de Beek,total,33,NED
250081555,Donyell Malen,European Championship,4,NED
250081555,Donyell Malen,FIFA World Cup,3,NED
250081555,Donyell Malen,Friendly Matches,3,NED
250081555,Donyell Malen,UEFA Nations League,4,NED
250081555,Donyell Malen,total,14,NED
250084709,Frenkie de Jong,European Championship,8,NED
250084709,Frenkie de Jong,FIFA World Cup,3,NED
250084709,Frenkie de Jong,Friendly Matches,6,NED
250084709,Frenkie de Jong,UEFA Nations League,12,NED
250084709,Frenkie de Jong,total,29,NED
103813,Georginio Wijnaldum,European Championship,20,NED
103813,Georginio Wijnaldum,FIFA World Cup,20,NED
103813,Georginio Wijnaldum,Friendly Matches,29,NED
103813,Georginio Wijnaldum,UEFA Nations League,12,NED
103813,Georginio Wijnaldum,total,81,NED
250007223,Joël Veltman,European Championship,11,NED
250007223,Joël Veltman,FIFA World Cup,19,NED
250007223,Joël Veltman,Friendly Matches,26,NED
250007223,Joël Veltman,UEFA Nations League,6,NED
250007223,Joël Veltman,total,62,NED
250101728,Jurriën Timber,Friendly Matches,2,NED
250101728,Jurriën Timber,total,2,NED
250005343,Luuk de Jong,European Championship,20,NED
250005343,Luuk de Jong,FIFA World Cup,8,NED
250005343,Luuk de Jong,Friendly Matches,21,NED
250005343,Luuk de Jong,UEFA Nations League,12,NED
250005343,Luuk de Jong,total,61,NED
250080520,Maarten Stekelenburg,European Championship,10,NED
250080520,Maarten Stekelenburg,FIFA World Cup,29,NED
250080520,Maarten Stekelenburg,Friendly Matches,35,NED
250080520,Maarten Stekelenburg,total,74,NED
250006714,Marco Bizot,European Championship,6,NED
250006714,Marco Bizot,FIFA World Cup,2,NED
250006714,Marco Bizot,Friendly Matches,5,NED
250006714,Marco Bizot,UEFA Nations League,11,NED
250006714,Marco Bizot,total,24,NED
250014709,Marten de Roon,European Championship,7,NED
250014709,Marten de Roon,FIFA World Cup,4,NED
250014709,Marten de Roon,Friendly Matches,9,NED
250014709,Marten de Roon,UEFA Nations League,9,NED
250014709,Marten de Roon,total,29,NED
250081554,Matthijs de Ligt,European Championship,8,NED
250081554,Matthijs de Ligt,FIFA World Cup,9,NED
250081554,Matthijs de Ligt,Friendly Matches,9,NED
250081554,Matthijs de Ligt,UEFA Nations League,6,NED
250081554,Matthijs de Ligt,total,32,NED
250024860,Memphis Depay,European Championship,14,NED
250024860,Memphis Depay,FIFA World Cup,21,NED
250024860,Memphis Depay,Friendly Matches,32,NED
250024860,Memphis Depay,UEFA Nations League,11,NED
250024860,Memphis Depay,total,78,NED
250027008,Nathan Aké,European Championship,8,NED
250027008,Nathan Aké,FIFA World Cup,3,NED
250027008,Nathan Aké,Friendly Matches,10,NED
250027008,Nathan Aké,UEFA Nations League,10,NED
250027008,Nathan Aké,total,31,NED
250097317,Owen Wijndal,FIFA World Cup,3,NED
250097317,Owen Wijndal,Friendly Matches,4,NED
250097317,Owen Wijndal,UEFA Nations League,6,NED
250097317,Owen Wijndal,total,13,NED
108915,Patrick van Aanholt,European Championship,8,NED
108915,Patrick van Aanholt,FIFA World Cup,4,NED
108915,Patrick van Aanholt,Friendly Matches,13,NED
108915,Patrick van Aanholt,UEFA Nations League,6,NED
108915,Patrick van Aanholt,total,31,NED
250027830,Quincy Promes,European Championship,15,NED
250027830,Quincy Promes,FIFA World Cup,7,NED
250027830,Quincy Promes,Friendly Matches,25,NED
250027830,Quincy Promes,UEFA Nations League,12,NED
250027830,Quincy Promes,total,59,NED
250113001,Ryan Gravenberch,FIFA World Cup,3,NED
250113001,Ryan Gravenberch,Friendly Matches,2,NED
250113001,Ryan Gravenberch,UEFA Nations League,2,NED
250113001,Ryan Gravenberch,total,7,NED
250006229,Stefan de Vrij,European Championship,11,NED
250006229,Stefan de Vrij,FIFA World Cup,18,NED
250006229,Stefan de Vrij,Friendly Matches,22,NED
250006229,Stefan de Vrij,UEFA Nations League,10,NED
250006229,Stefan de Vrij,total,61,NED
250014668,Steven Berghuis,European Championship,9,NED
250014668,Steven Berghuis,FIFA World Cup,5,NED
250014668,Steven Berghuis,Friendly Matches,17,NED
250014668,Steven Berghuis,UEFA Nations League,4,NED
250014668,Steven Berghuis,total,35,NED
250081553,Teun Koopmeiners,Friendly Matches,4,NED
250081553,Teun Koopmeiners,UEFA Nations League,2,NED
250081553,Teun Koopmeiners,total,6,NED
97806,Tim Krul,European Championship,14,NED
97806,Tim Krul,FIFA World Cup,13,NED
97806,Tim Krul,Friendly Matches,16,NED
97806,Tim Krul,UEFA Nations League,6,NED
97806,Tim Krul,total,49,NED
250078682,Wout Weghorst,European Championship,2,NED
250078682,Wout Weghorst,Friendly Matches,5,NED
250078682,Wout Weghorst,total,7,NED
250043124,Arkadiusz Milik,European Championship,20,POL
250043124,Arkadiusz Milik,FIFA World Cup,13,POL
250043124,Arkadiusz Milik,Friendly Matches,23,POL
250043124,Arkadiusz Milik,UEFA Nations League,10,POL
250043124,Arkadiusz Milik,total,66,POL
250020213,Bartosz Bereszyński,European Championship,8,POL
250020213,Bartosz Bereszyński,FIFA World Cup,12,POL
250020213,Bartosz Bereszyński,Friendly Matches,13,POL
250020213,Bartosz Bereszyński,UEFA Nations League,10,POL
250020213,Bartosz Bereszyński,total,43,POL
250056259,Dawid Kownacki,European Championship,4,POL
250056259,Dawid Kownacki,FIFA World Cup,2,POL
250056259,Dawid Kownacki,Friendly Matches,3,POL
250056259,Dawid Kownacki,total,9,POL
102092,Grzegorz Krychowiak,European Championship,25,POL
102092,Grzegorz Krychowiak,FIFA World Cup,23,POL
102092,Grzegorz Krychowiak,Friendly Matches,28,POL
102092,Grzegorz Krychowiak,UEFA Nations League,9,POL
102092,Grzegorz Krychowiak,total,85,POL
250092129,Jakub Moder,FIFA World Cup,3,POL
250092129,Jakub Moder,Friendly Matches,4,POL
250092129,Jakub Moder,UEFA Nations League,6,POL
250092129,Jakub Moder,total,13,POL
250050494,Jakub Świerczok,Friendly Matches,5,POL
250050494,Jakub Świerczok,total,5,POL
250056266,Jan Bednarek,European Championship,9,POL
250056266,Jan Bednarek,FIFA World Cup,7,POL
250056266,Jan Bednarek,Friendly Matches,7,POL
250056266,Jan Bednarek,UEFA Nations League,9,POL
250056266,Jan Bednarek,total,32,POL
250127199,Kacper Kozłowski,FIFA World Cup,3,POL
250127199,Kacper Kozłowski,Friendly Matches,2,POL
250127199,Kacper Kozłowski,total,5,POL
1902388,Kamil Glik,European Championship,23,POL
1902388,Kamil Glik,FIFA World Cup,22,POL
1902388,Kamil Glik,Friendly Matches,35,POL
1902388,Kamil Glik,UEFA Nations League,9,POL
1902388,Kamil Glik,total,89,POL
250079601,Kamil Jóźwiak,European Championship,1,POL
250079601,Kamil Jóźwiak,FIFA World Cup,3,POL
250079601,Kamil Jóźwiak,Friendly Matches,4,POL
250079601,Kamil Jóźwiak,UEFA Nations League,6,POL
250079601,Kamil Jóźwiak,total,14,POL
250127492,Kamil Piątkowski,FIFA World Cup,2,POL
250127492,Kamil Piątkowski,Friendly Matches,2,POL
250127492,Kamil Piątkowski,total,4,POL
250042409,Karol Linetty,European Championship,17,POL
250042409,Karol Linetty,FIFA World Cup,9,POL
250042409,Karol Linetty,Friendly Matches,18,POL
250042409,Karol Linetty,UEFA Nations League,9,POL
250042409,Karol Linetty,total,53,POL
250083605,Karol Świderski,FIFA World Cup,2,POL
250083605,Karol Świderski,Friendly Matches,2,POL
250083605,Karol Świderski,total,4,POL
103881,Maciej Rybus,European Championship,18,POL
103881,Maciej Rybus,FIFA World Cup,16,POL
103881,Maciej Rybus,Friendly Matches,40,POL
103881,Maciej Rybus,UEFA Nations League,4,POL
103881,Maciej Rybus,total,78,POL
250005583,Mateusz Klich,European Championship,11,POL
250005583,Mateusz Klich,FIFA World Cup,4,POL
250005583,Mateusz Klich,Friendly Matches,11,POL
250005583,Mateusz Klich,UEFA Nations League,8,POL
250005583,Mateusz Klich,total,34,POL
250073460,Michał Helik,FIFA World Cup,2,POL
250073460,Michał Helik,Friendly Matches,2,POL
250073460,Michał Helik,total,4,POL
250070827,Pawel Dawidowicz,FIFA World Cup,5,POL
250070827,Pawel Dawidowicz,Friendly Matches,3,POL
250070827,Pawel Dawidowicz,total,8,POL
250024370,Piotr Zieliński,European Championship,20,POL
250024370,Piotr Zieliński,FIFA World Cup,21,POL
250024370,Piotr Zieliński,Friendly Matches,20,POL
250024370,Piotr Zieliński,UEFA Nations League,8,POL
250024370,Piotr Zieliński,total,69,POL
250066342,Przemysław Frankowski,European Championship,7,POL
250066342,Przemysław Frankowski,Friendly Matches,5,POL
250066342,Przemysław Frankowski,UEFA Nations League,3,POL
250066342,Przemysław Frankowski,total,15,POL
250107490,Przemysław Płacheta,FIFA World Cup,3,POL
250107490,Przemysław Płacheta,Friendly Matches,3,POL
250107490,Przemysław Płacheta,UEFA Nations League,2,POL
250107490,Przemysław Płacheta,total,8,POL
250002096,Robert Lewandowski,European Championship,28,POL
250002096,Robert Lewandowski,FIFA World Cup,34,POL
250002096,Robert Lewandowski,Friendly Matches,56,POL
250002096,Robert Lewandowski,UEFA Nations League,7,POL
250002096,Robert Lewandowski,total,125,POL
250024359,Tomasz Kędziora,European Championship,11,POL
250024359,Tomasz Kędziora,FIFA World Cup,4,POL
250024359,Tomasz Kędziora,Friendly Matches,9,POL
250024359,Tomasz Kędziora,UEFA Nations League,9,POL
250024359,Tomasz Kędziora,total,33,POL
250090285,Tymoteusz Puchacz,Friendly Matches,2,POL
250090285,Tymoteusz Puchacz,total,2,POL
108501,Wojciech Szczęsny,European Championship,25,POL
108501,Wojciech Szczęsny,FIFA World Cup,22,POL
108501,Wojciech Szczęsny,Friendly Matches,36,POL
108501,Wojciech Szczęsny,UEFA Nations League,10,POL
108501,Wojciech Szczęsny,total,93,POL
62333,Łukasz Fabiański,European Championship,27,POL
62333,Łukasz Fabiański,FIFA World Cup,25,POL
62333,Łukasz Fabiański,Friendly Matches,37,POL
62333,Łukasz Fabiański,UEFA Nations League,10,POL
62333,Łukasz Fabiański,total,99,POL
250040573,Łukasz Skorupski,European Championship,10,POL
250040573,Łukasz Skorupski,FIFA World Cup,8,POL
250040573,Łukasz Skorupski,Friendly Matches,8,POL
250040573,Łukasz Skorupski,UEFA Nations League,6,POL
250040573,Łukasz Skorupski,total,32,POL
250042521,André Silva,Confederations Cup,5,POR
250042521,André Silva,European Championship,6,POR
250042521,André Silva,FIFA World Cup,16,POR
250042521,André Silva,Friendly Matches,13,POR
250042521,André Silva,UEFA Nations League,8,POR
250042521,André Silva,total,48,POR
1901643,Anthony Lopes,European Championship,13,POR
1901643,Anthony Lopes,FIFA World Cup,11,POR
1901643,Anthony Lopes,Friendly Matches,20,POR
1901643,Anthony Lopes,UEFA Nations League,4,POR
1901643,Anthony Lopes,total,48,POR
250059115,Bernardo Silva,Confederations Cup,4,POR
250059115,Bernardo Silva,European Championship,12,POR
250059115,Bernardo Silva,FIFA World Cup,17,POR
250059115,Bernardo Silva,Friendly Matches,19,POR
250059115,Bernardo Silva,UEFA Nations League,11,POR
250059115,Bernardo Silva,total,63,POR
250078886,Bruno Fernandes,European Championship,6,POR
250078886,Bruno Fernandes,FIFA World Cup,7,POR
250078886,Bruno Fernandes,Friendly Matches,12,POR
250078886,Bruno Fernandes,UEFA Nations League,12,POR
250078886,Bruno Fernandes,total,37,POR
63706,Cristiano Ronaldo,Confederations Cup,4,POR
63706,Cristiano Ronaldo,European Championship,57,POR
63706,Cristiano Ronaldo,FIFA World Cup,55,POR
63706,Cristiano Ronaldo,Friendly Matches,52,POR
63706,Cristiano Ronaldo,UEFA Nations League,6,POR
63706,Cristiano Ronaldo,total,174,POR
250014528,Danilo,Confederations Cup,5,POR
250014528,Danilo,European Championship,19,POR
250014528,Danilo,FIFA World Cup,11,POR
250014528,Danilo,Friendly Matches,19,POR
250014528,Danilo,UEFA Nations League,10,POR
250014528,Danilo,total,64,POR
250080471,Diogo Jota,European Championship,6,POR
250080471,Diogo Jota,FIFA World Cup,3,POR
250080471,Diogo Jota,Friendly Matches,4,POR
250080471,Diogo Jota,UEFA Nations League,8,POR
250080471,Diogo Jota,total,21,POR
250054760,Gonçalo Guedes,European Championship,5,POR
250054760,Gonçalo Guedes,FIFA World Cup,6,POR
250054760,Gonçalo Guedes,Friendly Matches,11,POR
250054760,Gonçalo Guedes,UEFA Nations League,7,POR
250054760,Gonçalo Guedes,total,29,POR
101788,José Fonte,Confederations Cup,5,POR
101788,José Fonte,European Championship,22,POR
101788,José Fonte,FIFA World Cup,17,POR
101788,José Fonte,Friendly Matches,18,POR
101788,José Fonte,UEFA Nations League,8,POR
101788,José Fonte,total,70,POR
250024746,João Cancelo,European Championship,6,POR
250024746,João Cancelo,FIFA World Cup,7,POR
250024746,João Cancelo,Friendly Matches,9,POR
250024746,João Cancelo,UEFA Nations League,12,POR
250024746,João Cancelo,total,34,POR
250101463,João Félix,European Championship,5,POR
250101463,João Félix,FIFA World Cup,3,POR
250101463,João Félix,Friendly Matches,3,POR
250101463,João Félix,UEFA Nations League,8,POR
250101463,João Félix,total,19,POR
70098,João Moutinho,Confederations Cup,5,POR
70098,João Moutinho,European Championship,51,POR
70098,João Moutinho,FIFA World Cup,38,POR
70098,João Moutinho,Friendly Matches,47,POR
70098,João Moutinho,UEFA Nations League,8,POR
70098,João Moutinho,total,149,POR
250067295,João Palhinha,FIFA World Cup,3,POR
250067295,João Palhinha,Friendly Matches,2,POR
250067295,João Palhinha,total,5,POR
250136465,Nuno Mendes,FIFA World Cup,3,POR
250136465,Nuno Mendes,Friendly Matches,2,POR
250136465,Nuno Mendes,total,5,POR
250086090,Nélson Semedo,Confederations Cup,5,POR
250086090,Nélson Semedo,European Championship,7,POR
250086090,Nélson Semedo,FIFA World Cup,7,POR
250086090,Nélson Semedo,Friendly Matches,7,POR
250086090,Nélson Semedo,UEFA Nations League,8,POR
250086090,Nélson Semedo,total,34,POR
95417,Pepe,Confederations Cup,4,POR
95417,Pepe,European Championship,31,POR
95417,Pepe,FIFA World Cup,39,POR
95417,Pepe,Friendly Matches,38,POR
95417,Pepe,UEFA Nations League,8,POR
95417,Pepe,total,120,POR
250143328,Pote,Friendly Matches,2,POR
250143328,Pote,total,2,POR
250063447,Rafa Silva,European Championship,12,POR
250063447,Rafa Silva,FIFA World Cup,7,POR
250063447,Rafa Silva,Friendly Matches,15,POR
250063447,Rafa Silva,UEFA Nations League,6,POR
250063447,Rafa Silva,total,40,POR
250066156,Raphaël Guerreiro,Confederations Cup,3,POR
250066156,Raphaël Guerreiro,European Championship,16,POR
250066156,Raphaël Guerreiro,FIFA World Cup,9,POR
250066156,Raphaël Guerreiro,Friendly Matches,16,POR
250066156,Raphaël Guerreiro,UEFA Nations League,9,POR
250066156,Raphaël Guerreiro,total,53,POR
250058218,Renato Sanches,European Championship,9,POR
250058218,Renato Sanches,FIFA World Cup,8,POR
250058218,Renato Sanches,Friendly Matches,12,POR
250058218,Renato Sanches,UEFA Nations League,6,POR
250058218,Renato Sanches,total,35,POR
93443,Rui Patrício,Confederations Cup,5,POR
93443,Rui Patrício,European Championship,39,POR
93443,Rui Patrício,FIFA World Cup,31,POR
93443,Rui Patrício,Friendly Matches,34,POR
93443,Rui Patrício,UEFA Nations League,12,POR
93443,Rui Patrício,total,121,POR
250062141,Rui Silva,FIFA World Cup,3,POR
