id,international_name,competition_name,count,country_code
250062141,Rui Silva,Friendly Matches,4,POR
250062141,Rui Silva,UEFA Nations League,6,POR
250062141,Rui Silva,total,13,POR
250058220,Rúben Dias,European Championship,8,POR
250058220,Rúben Dias,FIFA World Cup,3,POR
250058220,Rúben Dias,Friendly Matches,6,POR
250058220,Rúben Dias,UEFA Nations League,12,POR
250058220,Rúben Dias,total,29,POR
250055271,Rúben Neves,European Championship,8,POR
250055271,Rúben Neves,FIFA World Cup,3,POR
250055271,Rúben Neves,Friendly Matches,10,POR
250055271,Rúben Neves,UEFA Nations League,11,POR
250055271,Rúben Neves,total,32,POR
250003853,Sérgio Oliveira,FIFA World Cup,3,POR
250003853,Sérgio Oliveira,Friendly Matches,5,POR
250003853,Sérgio Oliveira,UEFA Nations League,8,POR
250003853,Sérgio Oliveira,total,16,POR
1907943,William Carvalho,Confederations Cup,5,POR
1907943,William Carvalho,European Championship,15,POR
1907943,William Carvalho,FIFA World Cup,19,POR
1907943,William Carvalho,Friendly Matches,25,POR
1907943,William Carvalho,UEFA Nations League,10,POR
1907943,William Carvalho,total,74,POR
250058227,Aleksandr Golovin,Confederations Cup,3,RUS
250058227,Aleksandr Golovin,European Championship,11,RUS
250058227,Aleksandr Golovin,FIFA World Cup,7,RUS
250058227,Aleksandr Golovin,Friendly Matches,15,RUS
250058227,Aleksandr Golovin,UEFA Nations League,2,RUS
250058227,Aleksandr Golovin,total,38,RUS
250118442,Aleksandr Sobolev,European Championship,1,RUS
250118442,Aleksandr Sobolev,FIFA World Cup,3,RUS
250118442,Aleksandr Sobolev,Friendly Matches,4,RUS
250118442,Aleksandr Sobolev,UEFA Nations League,6,RUS
250118442,Aleksandr Sobolev,total,14,RUS
103984,Aleksei Ionov,European Championship,18,RUS
103984,Aleksei Ionov,FIFA World Cup,8,RUS
103984,Aleksei Ionov,Friendly Matches,19,RUS
103984,Aleksei Ionov,UEFA Nations League,10,RUS
103984,Aleksei Ionov,total,55,RUS
250083244,Aleksei Miranchuk,Confederations Cup,3,RUS
250083244,Aleksei Miranchuk,European Championship,7,RUS
250083244,Aleksei Miranchuk,FIFA World Cup,4,RUS
250083244,Aleksei Miranchuk,Friendly Matches,22,RUS
250083244,Aleksei Miranchuk,UEFA Nations League,5,RUS
250083244,Aleksei Miranchuk,total,41,RUS
250143312,Andrei Mostovoy,FIFA World Cup,3,RUS
250143312,Andrei Mostovoy,Friendly Matches,4,RUS
250143312,Andrei Mostovoy,UEFA Nations League,3,RUS
250143312,Andrei Mostovoy,total,10,RUS
250070391,Andrei Semenov,European Championship,14,RUS
250070391,Andrei Semenov,FIFA World Cup,6,RUS
250070391,Andrei Semenov,Friendly Matches,20,RUS
250070391,Andrei Semenov,UEFA Nations League,9,RUS
250070391,Andrei Semenov,total,49,RUS
1906051,Anton Shunin,European Championship,14,RUS
1906051,Anton Shunin,FIFA World Cup,7,RUS
1906051,Anton Shunin,Friendly Matches,7,RUS
1906051,Anton Shunin,UEFA Nations League,8,RUS
1906051,Anton Shunin,total,36,RUS
1906990,Anton Zabolotny,FIFA World Cup,3,RUS
1906990,Anton Zabolotny,Friendly Matches,8,RUS
1906990,Anton Zabolotny,UEFA Nations League,6,RUS
1906990,Anton Zabolotny,total,17,RUS
97787,Artem Dzyuba,European Championship,23,RUS
97787,Artem Dzyuba,FIFA World Cup,11,RUS
97787,Artem Dzyuba,Friendly Matches,15,RUS
97787,Artem Dzyuba,UEFA Nations League,8,RUS
97787,Artem Dzyuba,total,57,RUS
250111090,Daler Kuzyaev,European Championship,5,RUS
250111090,Daler Kuzyaev,FIFA World Cup,8,RUS
250111090,Daler Kuzyaev,Friendly Matches,12,RUS
250111090,Daler Kuzyaev,UEFA Nations League,10,RUS
250111090,Daler Kuzyaev,total,35,RUS
250089462,Daniil Fomin,European Championship,1,RUS
250089462,Daniil Fomin,FIFA World Cup,3,RUS
250089462,Daniil Fomin,Friendly Matches,2,RUS
250089462,Daniil Fomin,UEFA Nations League,6,RUS
250089462,Daniil Fomin,total,12,RUS
250039177,Denis Cheryshev,European Championship,14,RUS
250039177,Denis Cheryshev,FIFA World Cup,6,RUS
250039177,Denis Cheryshev,Friendly Matches,13,RUS
250039177,Denis Cheryshev,UEFA Nations League,7,RUS
250039177,Denis Cheryshev,total,40,RUS
250146595,Denis Makarov,Friendly Matches,1,RUS
250146595,Denis Makarov,total,1,RUS
250058228,Dmitri Barinov,European Championship,5,RUS
250058228,Dmitri Barinov,Friendly Matches,2,RUS
250058228,Dmitri Barinov,total,7,RUS
1900711,Fedor Kudryashov,Confederations Cup,3,RUS
1900711,Fedor Kudryashov,European Championship,10,RUS
1900711,Fedor Kudryashov,FIFA World Cup,7,RUS
1900711,Fedor Kudryashov,Friendly Matches,21,RUS
1900711,Fedor Kudryashov,UEFA Nations League,8,RUS
1900711,Fedor Kudryashov,total,49,RUS
250105976,Georgi Dzhikiya,Confederations Cup,3,RUS
250105976,Georgi Dzhikiya,European Championship,10,RUS
250105976,Georgi Dzhikiya,FIFA World Cup,3,RUS
250105976,Georgi Dzhikiya,Friendly Matches,15,RUS
250105976,Georgi Dzhikiya,UEFA Nations League,8,RUS
250105976,Georgi Dzhikiya,total,39,RUS
250116727,Igor Diveev,Friendly Matches,3,RUS
250116727,Igor Diveev,UEFA Nations League,2,RUS
250116727,Igor Diveev,total,5,RUS
250021669,Magomed Ozdoev,European Championship,15,RUS
250021669,Magomed Ozdoev,FIFA World Cup,4,RUS
250021669,Magomed Ozdoev,Friendly Matches,17,RUS
250021669,Magomed Ozdoev,UEFA Nations League,6,RUS
250021669,Magomed Ozdoev,total,42,RUS
250135265,Maksim Mukhin,FIFA World Cup,3,RUS
250135265,Maksim Mukhin,Friendly Matches,2,RUS
250135265,Maksim Mukhin,total,5,RUS
250090101,Matvei Safonov,Friendly Matches,3,RUS
250090101,Matvei Safonov,UEFA Nations League,3,RUS
250090101,Matvei Safonov,total,6,RUS
250052963,Mário Fernandes,European Championship,9,RUS
250052963,Mário Fernandes,FIFA World Cup,8,RUS
250052963,Mário Fernandes,Friendly Matches,9,RUS
250052963,Mário Fernandes,UEFA Nations League,5,RUS
250052963,Mário Fernandes,total,31,RUS
250058763,Rifat Zhemaletdinov,FIFA World Cup,3,RUS
250058763,Rifat Zhemaletdinov,Friendly Matches,2,RUS
250058763,Rifat Zhemaletdinov,total,5,RUS
250024491,Roman Zobnin,European Championship,6,RUS
250024491,Roman Zobnin,FIFA World Cup,5,RUS
250024491,Roman Zobnin,Friendly Matches,16,RUS
250024491,Roman Zobnin,UEFA Nations League,8,RUS
250024491,Roman Zobnin,total,35,RUS
250042589,Vyacheslav Karavaev,European Championship,5,RUS
250042589,Vyacheslav Karavaev,FIFA World Cup,3,RUS
250042589,Vyacheslav Karavaev,Friendly Matches,4,RUS
250042589,Vyacheslav Karavaev,UEFA Nations League,6,RUS
250042589,Vyacheslav Karavaev,total,18,RUS
250154966,Yuri Dyupin,FIFA World Cup,3,RUS
250154966,Yuri Dyupin,Friendly Matches,2,RUS
250154966,Yuri Dyupin,total,5,RUS
94880,Yuri Zhirkov,Confederations Cup,3,RUS
94880,Yuri Zhirkov,European Championship,38,RUS
94880,Yuri Zhirkov,FIFA World Cup,22,RUS
94880,Yuri Zhirkov,Friendly Matches,51,RUS
94880,Yuri Zhirkov,UEFA Nations League,6,RUS
94880,Yuri Zhirkov,total,120,RUS
250066157,Andrew Robertson,European Championship,16,SCO
250066157,Andrew Robertson,FIFA World Cup,12,SCO
250066157,Andrew Robertson,Friendly Matches,14,SCO
250066157,Andrew Robertson,UEFA Nations League,8,SCO
250066157,Andrew Robertson,total,50,SCO
250107117,Billy Gilmour,Friendly Matches,2,SCO
250107117,Billy Gilmour,total,2,SCO
250014042,Callum Mcgregor,European Championship,12,SCO
250014042,Callum Mcgregor,FIFA World Cup,5,SCO
250014042,Callum Mcgregor,Friendly Matches,7,SCO
250014042,Callum Mcgregor,UEFA Nations League,10,SCO
250014042,Callum Mcgregor,total,34,SCO
250155055,Ché Adams,FIFA World Cup,3,SCO
250155055,Ché Adams,Friendly Matches,1,SCO
250155055,Ché Adams,total,4,SCO
57423,Craig Gordon,European Championship,25,SCO
57423,Craig Gordon,FIFA World Cup,29,SCO
57423,Craig Gordon,Friendly Matches,23,SCO
57423,Craig Gordon,UEFA Nations League,4,SCO
57423,Craig Gordon,total,81,SCO
64005,David Marshall,European Championship,25,SCO
64005,David Marshall,FIFA World Cup,22,SCO
64005,David Marshall,Friendly Matches,19,SCO
64005,David Marshall,UEFA Nations League,6,SCO
64005,David Marshall,total,72,SCO
250141857,David Turnbull,Friendly Matches,2,SCO
250141857,David Turnbull,total,2,SCO
250013301,Grant Hanley,European Championship,8,SCO
250013301,Grant Hanley,FIFA World Cup,19,SCO
250013301,Grant Hanley,Friendly Matches,14,SCO
250013301,Grant Hanley,total,41,SCO
250112842,Greg Taylor,European Championship,9,SCO
250112842,Greg Taylor,Friendly Matches,2,SCO
250112842,Greg Taylor,UEFA Nations League,6,SCO
250112842,Greg Taylor,total,17,SCO
250117436,Jack Hendry,FIFA World Cup,3,SCO
250117436,Jack Hendry,Friendly Matches,5,SCO
250117436,Jack Hendry,UEFA Nations League,3,SCO
250117436,Jack Hendry,total,11,SCO
1909868,James Forrest,European Championship,19,SCO
1909868,James Forrest,FIFA World Cup,14,SCO
1909868,James Forrest,Friendly Matches,13,SCO
1909868,James Forrest,UEFA Nations League,6,SCO
1909868,James Forrest,total,52,SCO
1906287,John Fleck,European Championship,6,SCO
1906287,John Fleck,FIFA World Cup,3,SCO
1906287,John Fleck,UEFA Nations League,4,SCO
1906287,John Fleck,total,13,SCO
250058958,John Mcginn,European Championship,12,SCO
250058958,John Mcginn,FIFA World Cup,10,SCO
250058958,John Mcginn,Friendly Matches,11,SCO
250058958,John Mcginn,UEFA Nations League,8,SCO
250058958,John Mcginn,total,41,SCO
250118480,Jon McLaughlin,European Championship,12,SCO
250118480,Jon McLaughlin,FIFA World Cup,3,SCO
250118480,Jon McLaughlin,Friendly Matches,4,SCO
250118480,Jon McLaughlin,UEFA Nations League,7,SCO
250118480,Jon McLaughlin,total,26,SCO
250147581,Kevin Nisbet,FIFA World Cup,3,SCO
250147581,Kevin Nisbet,Friendly Matches,2,SCO
250147581,Kevin Nisbet,total,5,SCO
250067541,Kieran Tierney,European Championship,1,SCO
250067541,Kieran Tierney,FIFA World Cup,11,SCO
250067541,Kieran Tierney,Friendly Matches,5,SCO
250067541,Kieran Tierney,UEFA Nations League,6,SCO
250067541,Kieran Tierney,total,23,SCO
1909610,Liam Cooper,European Championship,4,SCO
1909610,Liam Cooper,FIFA World Cup,2,SCO
1909610,Liam Cooper,Friendly Matches,1,SCO
1909610,Liam Cooper,UEFA Nations League,4,SCO
1909610,Liam Cooper,total,11,SCO
250143241,Lyndon Dykes,European Championship,2,SCO
250143241,Lyndon Dykes,FIFA World Cup,3,SCO
250143241,Lyndon Dykes,Friendly Matches,2,SCO
250143241,Lyndon Dykes,UEFA Nations League,5,SCO
250143241,Lyndon Dykes,total,12,SCO
250107124,Nathan Patterson,Friendly Matches,1,SCO
250107124,Nathan Patterson,total,1,SCO
250075704,Ryan Christie,European Championship,7,SCO
250075704,Ryan Christie,FIFA World Cup,3,SCO
250075704,Ryan Christie,Friendly Matches,5,SCO
250075704,Ryan Christie,UEFA Nations League,6,SCO
250075704,Ryan Christie,total,21,SCO
250055723,Ryan Fraser,European Championship,8,SCO
250055723,Ryan Fraser,FIFA World Cup,7,SCO
250055723,Ryan Fraser,Friendly Matches,5,SCO
250055723,Ryan Fraser,UEFA Nations League,4,SCO
250055723,Ryan Fraser,total,24,SCO
250066203,Scott McKenna,European Championship,7,SCO
250066203,Scott McKenna,FIFA World Cup,3,SCO
250066203,Scott McKenna,Friendly Matches,7,SCO
250066203,Scott McKenna,UEFA Nations League,7,SCO
250066203,Scott McKenna,total,24,SCO
250088240,Scott McTominay,European Championship,9,SCO
250088240,Scott McTominay,FIFA World Cup,3,SCO
250088240,Scott McTominay,Friendly Matches,5,SCO
250088240,Scott McTominay,UEFA Nations League,9,SCO
250088240,Scott McTominay,total,26,SCO
250011077,Stephen O'Donnell,European Championship,12,SCO
250011077,Stephen O'Donnell,FIFA World Cup,3,SCO
250011077,Stephen O'Donnell,Friendly Matches,5,SCO
250011077,Stephen O'Donnell,UEFA Nations League,8,SCO
250011077,Stephen O'Donnell,total,28,SCO
250017884,Stuart Armstrong,European Championship,11,SCO
250017884,Stuart Armstrong,FIFA World Cup,8,SCO
250017884,Stuart Armstrong,Friendly Matches,7,SCO
250017884,Stuart Armstrong,UEFA Nations League,7,SCO
250017884,Stuart Armstrong,total,33,SCO
1905353,Admir Mehmedi,European Championship,24,SUI
1905353,Admir Mehmedi,FIFA World Cup,25,SUI
1905353,Admir Mehmedi,Friendly Matches,29,SUI
1905353,Admir Mehmedi,UEFA Nations League,4,SUI
1905353,Admir Mehmedi,total,82,SUI
250116165,Becir Omeragic,Friendly Matches,3,SUI
250116165,Becir Omeragic,UEFA Nations League,5,SUI
250116165,Becir Omeragic,total,8,SUI
250064274,Breel Embolo,European Championship,16,SUI
250064274,Breel Embolo,FIFA World Cup,13,SUI
250064274,Breel Embolo,Friendly Matches,15,SUI
250064274,Breel Embolo,UEFA Nations League,4,SUI
250064274,Breel Embolo,total,48,SUI
250110901,Christian Fassnacht,European Championship,7,SUI
250110901,Christian Fassnacht,FIFA World Cup,2,SUI
250110901,Christian Fassnacht,Friendly Matches,5,SUI
250110901,Christian Fassnacht,UEFA Nations League,7,SUI
250110901,Christian Fassnacht,total,21,SUI
250079677,Denis Zakaria,European Championship,13,SUI
250079677,Denis Zakaria,FIFA World Cup,13,SUI
250079677,Denis Zakaria,Friendly Matches,8,SUI
250079677,Denis Zakaria,UEFA Nations League,6,SUI
250079677,Denis Zakaria,total,40,SUI
250065420,Djibril Sow,European Championship,7,SUI
250065420,Djibril Sow,FIFA World Cup,2,SUI
250065420,Djibril Sow,Friendly Matches,6,SUI
250065420,Djibril Sow,UEFA Nations League,11,SUI
250065420,Djibril Sow,total,26,SUI
250086789,Edimilson Fernandes,European Championship,6,SUI
250086789,Edimilson Fernandes,FIFA World Cup,10,SUI
250086789,Edimilson Fernandes,Friendly Matches,8,SUI
250086789,Edimilson Fernandes,UEFA Nations League,9,SUI
250086789,Edimilson Fernandes,total,33,SUI
250076183,Eray Cömert,European Championship,7,SUI
250076183,Eray Cömert,FIFA World Cup,2,SUI
250076183,Eray Cömert,Friendly Matches,5,SUI
250076183,Eray Cömert,UEFA Nations League,3,SUI
250076183,Eray Cömert,total,17,SUI
250050401,Fabian Schär,European Championship,18,SUI
250050401,Fabian Schär,FIFA World Cup,22,SUI
250050401,Fabian Schär,Friendly Matches,22,SUI
250050401,Fabian Schär,UEFA Nations League,7,SUI
250050401,Fabian Schär,total,69,SUI
250004721,Granit Xhaka,European Championship,26,SUI
250004721,Granit Xhaka,FIFA World Cup,31,SUI
250004721,Granit Xhaka,Friendly Matches,30,SUI
250004721,Granit Xhaka,UEFA Nations League,11,SUI
250004721,Granit Xhaka,total,98,SUI
250002548,Haris Seferović,European Championship,16,SUI
250002548,Haris Seferović,FIFA World Cup,27,SUI
250002548,Haris Seferović,Friendly Matches,25,SUI
250002548,Haris Seferović,UEFA Nations League,11,SUI
250002548,Haris Seferović,total,79,SUI
250072893,Jonas Omlin,European Championship,9,SUI
250072893,Jonas Omlin,FIFA World Cup,2,SUI
250072893,Jonas Omlin,Friendly Matches,5,SUI
250072893,Jonas Omlin,UEFA Nations League,7,SUI
250072893,Jonas Omlin,total,23,SUI
250091355,Jordan Lotomba,Friendly Matches,3,SUI
250091355,Jordan Lotomba,UEFA Nations League,2,SUI
250091355,Jordan Lotomba,total,5,SUI
250046574,Kevin Mbabu,European Championship,9,SUI
250046574,Kevin Mbabu,FIFA World Cup,2,SUI
250046574,Kevin Mbabu,Friendly Matches,4,SUI
250046574,Kevin Mbabu,UEFA Nations League,5,SUI
250046574,Kevin Mbabu,total,20,SUI
250019346,Loris Benito,European Championship,10,SUI
250019346,Loris Benito,FIFA World Cup,2,SUI
250019346,Loris Benito,Friendly Matches,6,SUI
250019346,Loris Benito,UEFA Nations League,8,SUI
250019346,Loris Benito,total,26,SUI
250085369,Manuel Akanji,European Championship,8,SUI
250085369,Manuel Akanji,FIFA World Cup,13,SUI
250085369,Manuel Akanji,Friendly Matches,7,SUI
250085369,Manuel Akanji,UEFA Nations League,6,SUI
250085369,Manuel Akanji,total,34,SUI
102130,Mario Gavranović,European Championship,8,SUI
102130,Mario Gavranović,FIFA World Cup,18,SUI
102130,Mario Gavranović,Friendly Matches,17,SUI
102130,Mario Gavranović,UEFA Nations League,9,SUI
102130,Mario Gavranović,total,52,SUI
250055734,Nico Elvedi,European Championship,13,SUI
250055734,Nico Elvedi,FIFA World Cup,13,SUI
250055734,Nico Elvedi,Friendly Matches,11,SUI
250055734,Nico Elvedi,UEFA Nations League,10,SUI
250055734,Nico Elvedi,total,47,SUI
250023097,Remo Freuler,European Championship,7,SUI
250023097,Remo Freuler,FIFA World Cup,11,SUI
250023097,Remo Freuler,Friendly Matches,11,SUI
250023097,Remo Freuler,UEFA Nations League,9,SUI
250023097,Remo Freuler,total,38,SUI
250011089,Ricardo Rodríguez,European Championship,23,SUI
250011089,Ricardo Rodríguez,FIFA World Cup,30,SUI
250011089,Ricardo Rodríguez,Friendly Matches,25,SUI
250011089,Ricardo Rodríguez,UEFA Nations League,10,SUI
250011089,Ricardo Rodríguez,total,88,SUI
250110397,Ruben Vargas,European Championship,4,SUI
250110397,Ruben Vargas,FIFA World Cup,2,SUI
250110397,Ruben Vargas,Friendly Matches,5,SUI
250110397,Ruben Vargas,UEFA Nations League,5,SUI
250110397,Ruben Vargas,total,16,SUI
250042877,Silvan Widmer,European Championship,12,SUI
250042877,Silvan Widmer,FIFA World Cup,6,SUI
250042877,Silvan Widmer,Friendly Matches,13,SUI
250042877,Silvan Widmer,UEFA Nations League,5,SUI
250042877,Silvan Widmer,total,36,SUI
1905363,Steven Zuber,European Championship,3,SUI
1905363,Steven Zuber,FIFA World Cup,15,SUI
1905363,Steven Zuber,Friendly Matches,12,SUI
1905363,Steven Zuber,UEFA Nations League,11,SUI
1905363,Steven Zuber,total,41,SUI
1905360,Xherdan Shaqiri,European Championship,22,SUI
1905360,Xherdan Shaqiri,FIFA World Cup,31,SUI
1905360,Xherdan Shaqiri,Friendly Matches,34,SUI
1905360,Xherdan Shaqiri,UEFA Nations League,9,SUI
1905360,Xherdan Shaqiri,total,96,SUI
97746,Yann Sommer,European Championship,22,SUI
97746,Yann Sommer,FIFA World Cup,32,SUI
97746,Yann Sommer,Friendly Matches,25,SUI
97746,Yann Sommer,UEFA Nations League,11,SUI
97746,Yann Sommer,total,90,SUI
250026983,Yvon Mvogo,European Championship,10,SUI
250026983,Yvon Mvogo,FIFA World Cup,5,SUI
250026983,Yvon Mvogo,Friendly Matches,9,SUI
250026983,Yvon Mvogo,UEFA Nations League,11,SUI
250026983,Yvon Mvogo,total,35,SUI
250058731,Denis Vavro,European Championship,8,SVK
250058731,Denis Vavro,Friendly Matches,2,SVK
250058731,Denis Vavro,UEFA Nations League,4,SVK
250058731,Denis Vavro,total,14,SVK
62411,Dušan Kuciak,European Championship,2,SVK
62411,Dušan Kuciak,FIFA World Cup,13,SVK
62411,Dušan Kuciak,Friendly Matches,9,SVK
62411,Dušan Kuciak,UEFA Nations League,4,SVK
62411,Dušan Kuciak,total,28,SVK
250092668,Dávid Hancko,European Championship,8,SVK
250092668,Dávid Hancko,FIFA World Cup,2,SVK
250092668,Dávid Hancko,Friendly Matches,4,SVK
250092668,Dávid Hancko,UEFA Nations League,3,SVK
250092668,Dávid Hancko,total,17,SVK
250012660,Ivan Schranz,European Championship,1,SVK
250012660,Ivan Schranz,FIFA World Cup,3,SVK
250012660,Ivan Schranz,Friendly Matches,1,SVK
250012660,Ivan Schranz,UEFA Nations League,6,SVK
250012660,Ivan Schranz,total,11,SVK
250064247,Jakub Hromada,FIFA World Cup,3,SVK
250064247,Jakub Hromada,Friendly Matches,1,SVK
250064247,Jakub Hromada,total,4,SVK
1905643,Juraj Kucka,European Championship,31,SVK
1905643,Juraj Kucka,FIFA World Cup,23,SVK
1905643,Juraj Kucka,Friendly Matches,27,SVK
1905643,Juraj Kucka,UEFA Nations League,8,SVK
1905643,Juraj Kucka,total,89,SVK
1906308,Ján Greguš,European Championship,20,SVK
1906308,Ján Greguš,FIFA World Cup,13,SVK
1906308,Ján Greguš,Friendly Matches,16,SVK
1906308,Ján Greguš,UEFA Nations League,8,SVK
1906308,Ján Greguš,total,57,SVK
250058722,Lukáš Haraslín,European Championship,7,SVK
250058722,Lukáš Haraslín,FIFA World Cup,1,SVK
250058722,Lukáš Haraslín,Friendly Matches,4,SVK
250058722,Lukáš Haraslín,UEFA Nations League,4,SVK
250058722,Lukáš Haraslín,total,16,SVK
250065028,László Bénes,European Championship,2,SVK
250065028,László Bénes,FIFA World Cup,2,SVK
250065028,László Bénes,Friendly Matches,4,SVK
250065028,László Bénes,total,8,SVK
73965,Marek Hamšík,European Championship,40,SVK
73965,Marek Hamšík,FIFA World Cup,31,SVK
73965,Marek Hamšík,Friendly Matches,49,SVK
73965,Marek Hamšík,UEFA Nations League,8,SVK
73965,Marek Hamšík,total,128,SVK
250080116,Marek Rodák,European Championship,8,SVK
250080116,Marek Rodák,Friendly Matches,4,SVK
250080116,Marek Rodák,UEFA Nations League,8,SVK
250080116,Marek Rodák,total,20,SVK
1904029,Martin Dúbravka,European Championship,11,SVK
1904029,Martin Dúbravka,FIFA World Cup,15,SVK
1904029,Martin Dúbravka,Friendly Matches,13,SVK
1904029,Martin Dúbravka,UEFA Nations League,4,SVK
1904029,Martin Dúbravka,total,43,SVK
250143795,Martin Koscelník,European Championship,1,SVK
250143795,Martin Koscelník,FIFA World Cup,2,SVK
250143795,Martin Koscelník,Friendly Matches,1,SVK
250143795,Martin Koscelník,UEFA Nations League,4,SVK
250143795,Martin Koscelník,total,8,SVK
250066374,Martin Valjent,European Championship,7,SVK
250066374,Martin Valjent,FIFA World Cup,2,SVK
250066374,Martin Valjent,Friendly Matches,4,SVK
250066374,Martin Valjent,UEFA Nations League,7,SVK
250066374,Martin Valjent,total,20,SVK
107472,Michal Ďuriš,European Championship,22,SVK
107472,Michal Ďuriš,FIFA World Cup,20,SVK
107472,Michal Ďuriš,Friendly Matches,24,SVK
107472,Michal Ďuriš,UEFA Nations League,7,SVK
107472,Michal Ďuriš,total,73,SVK
250041563,Milan Škriniar,European Championship,13,SVK
250041563,Milan Škriniar,FIFA World Cup,10,SVK
250041563,Milan Škriniar,Friendly Matches,15,SVK
250041563,Milan Škriniar,UEFA Nations League,8,SVK
250041563,Milan Škriniar,total,46,SVK
250055981,Ondrej Duda,European Championship,20,SVK
250055981,Ondrej Duda,FIFA World Cup,7,SVK
250055981,Ondrej Duda,Friendly Matches,19,SVK
250055981,Ondrej Duda,UEFA Nations League,8,SVK
250055981,Ondrej Duda,total,54,SVK
250043185,Patrik Hrošovský,European Championship,21,SVK
250043185,Patrik Hrošovský,FIFA World Cup,12,SVK
250043185,Patrik Hrošovský,Friendly Matches,19,SVK
250043185,Patrik Hrošovský,UEFA Nations League,10,SVK
250043185,Patrik Hrošovský,total,62,SVK
67750,Peter Pekarík,European Championship,29,SVK
67750,Peter Pekarík,FIFA World Cup,31,SVK
67750,Peter Pekarík,Friendly Matches,43,SVK
67750,Peter Pekarík,UEFA Nations League,7,SVK
67750,Peter Pekarík,total,110,SVK
250089338,Róbert,European Championship,7,SVK
250089338,Róbert,FIFA World Cup,3,SVK
250089338,Róbert,Friendly Matches,3,SVK
250089338,Róbert,UEFA Nations League,4,SVK
250089338,Róbert,total,17,SVK
107044,Róbert Mak,European Championship,23,SVK
107044,Róbert Mak,FIFA World Cup,16,SVK
107044,Róbert Mak,Friendly Matches,27,SVK
107044,Róbert Mak,UEFA Nations League,8,SVK
107044,Róbert Mak,total,74,SVK
250055982,Stanislav Lobotka,European Championship,9,SVK
250055982,Stanislav Lobotka,FIFA World Cup,6,SVK
250055982,Stanislav Lobotka,Friendly Matches,11,SVK
250055982,Stanislav Lobotka,UEFA Nations League,6,SVK
250055982,Stanislav Lobotka,total,32,SVK
95711,Tomáš Hubočan,European Championship,25,SVK
95711,Tomáš Hubočan,FIFA World Cup,18,SVK
95711,Tomáš Hubočan,Friendly Matches,36,SVK
95711,Tomáš Hubočan,UEFA Nations League,4,SVK
95711,Tomáš Hubočan,total,83,SVK
250117652,Tomáš Suslov,European Championship,1,SVK
250117652,Tomáš Suslov,FIFA World Cup,3,SVK
250117652,Tomáš Suslov,Friendly Matches,2,SVK
250117652,Tomáš Suslov,UEFA Nations League,2,SVK
250117652,Tomáš Suslov,total,8,SVK
102153,Vladimír Weiss,European Championship,20,SVK
102153,Vladimír Weiss,FIFA World Cup,22,SVK
102153,Vladimír Weiss,Friendly Matches,30,SVK
102153,Vladimír Weiss,UEFA Nations League,4,SVK
102153,Vladimír Weiss,total,76,SVK
250041561,Ľubomír Šatka,European Championship,9,SVK
250041561,Ľubomír Šatka,FIFA World Cup,2,SVK
250041561,Ľubomír Šatka,Friendly Matches,9,SVK
250041561,Ľubomír Šatka,UEFA Nations League,6,SVK
250041561,Ľubomír Šatka,total,26,SVK
102351,Albin Ekdal,European Championship,20,SWE
102351,Albin Ekdal,FIFA World Cup,20,SWE
102351,Albin Ekdal,Friendly Matches,22,SWE
102351,Albin Ekdal,UEFA Nations League,7,SWE
102351,Albin Ekdal,total,69,SWE
250089868,Alexander Isak,European Championship,10,SWE
250089868,Alexander Isak,FIFA World Cup,2,SWE
250089868,Alexander Isak,Friendly Matches,5,SWE
250089868,Alexander Isak,UEFA Nations League,5,SWE
250089868,Alexander Isak,total,22,SWE
95669,Andreas Granqvist,European Championship,38,SWE
95669,Andreas Granqvist,FIFA World Cup,31,SWE
95669,Andreas Granqvist,Friendly Matches,42,SWE
95669,Andreas Granqvist,UEFA Nations League,3,SWE
95669,Andreas Granqvist,total,114,SWE
250103985,Dejan Kulusevski,European Championship,2,SWE
250103985,Dejan Kulusevski,FIFA World Cup,2,SWE
250103985,Dejan Kulusevski,Friendly Matches,4,SWE
250103985,Dejan Kulusevski,UEFA Nations League,6,SWE
250103985,Dejan Kulusevski,total,14,SWE
250013469,Emil Forsberg,European Championship,22,SWE
250013469,Emil Forsberg,FIFA World Cup,19,SWE
250013469,Emil Forsberg,Friendly Matches,19,SWE
250013469,Emil Forsberg,UEFA Nations League,6,SWE
250013469,Emil Forsberg,total,66,SWE
250049881,Emil Krafth,European Championship,8,SWE
250049881,Emil Krafth,FIFA World Cup,15,SWE
250049881,Emil Krafth,Friendly Matches,17,SWE
250049881,Emil Krafth,UEFA Nations League,10,SWE
250049881,Emil Krafth,total,50,SWE
250034742,Filip Helander,European Championship,14,SWE
250034742,Filip Helander,FIFA World Cup,13,SWE
250034742,Filip Helander,Friendly Matches,7,SWE
250034742,Filip Helander,UEFA Nations League,7,SWE
250034742,Filip Helander,total,41,SWE
99924,Gustav Svensson,European Championship,12,SWE
99924,Gustav Svensson,FIFA World Cup,9,SWE
99924,Gustav Svensson,Friendly Matches,11,SWE
99924,Gustav Svensson,UEFA Nations League,9,SWE
99924,Gustav Svensson,total,41,SWE
250121175,Jens-Lys Cajuste,FIFA World Cup,2,SWE
250121175,Jens-Lys Cajuste,Friendly Matches,4,SWE
250121175,Jens-Lys Cajuste,UEFA Nations League,2,SWE
250121175,Jens-Lys Cajuste,total,8,SWE
250090718,Jordan Larsson,Friendly Matches,4,SWE
250090718,Jordan Larsson,UEFA Nations League,3,SWE
