jersey_number,field_position,international_name,birth_date,club_id,detailed_field_position,id,image_url,country_code,field_position_fr,height,weight,team_id,group,age,age_float,bmi,association_logo_url,big_logo_url,country_code_club,id_provider,international_name_club,logo_url,medium_logo_url,team_code,team_type_detail,display_official_name,field_position_hr,field_position_color,country_name,country_flag,country_name_club,country_flag_club,league_name,group_hr,nbr_selections,nbr_selections_euro,nbr_selections_wcup,nbr_selections_friendly
1,GOALKEEPER,Salvatore Sirigu,1987-01-12,50029,GOALKEEPER,106737,https://img.uefa.com/imgml/TP/players/3/2020/324x324/106737.jpg,ITA,Gardien,192.0,80.0,66,A,34,34.43835616438356,21.70138888888889,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50029.png,ITA,FAME,Torino,https://img.uefa.com/imgml/TP/teams/logos/70x70/50029.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50029.png,TOR,DOMESTIC_MEN_TEAM_A,Torino FC,Goalkeeper,#fc4f30,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,95.0,38.0,16.0,26.0
26,GOALKEEPER,Alex Meret,1997-03-22,50136,GOALKEEPER,250066753,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250066753.jpg,ITA,Gardien,,,66,A,24,24.24109589041096,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50136.png,ITA,FAME,Napoli,https://img.uefa.com/imgml/TP/teams/logos/70x70/50136.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50136.png,NAP,DOMESTIC_MEN_TEAM_A,SSC Napoli,Goalkeeper,#fc4f30,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,13.0,5.0,3.0,3.0
21,GOALKEEPER,Gianluigi Donnarumma,1999-02-25,50058,GOALKEEPER,250078922,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250078922.jpg,ITA,Gardien,196.0,90.0,66,A,22,22.30958904109589,23.427738442315704,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50058.png,ITA,FAME,Milan,https://img.uefa.com/imgml/TP/teams/logos/70x70/50058.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50058.png,ACM,DOMESTIC_MEN_TEAM_A,AC Milan,Goalkeeper,#fc4f30,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,42.0,8.0,15.0,9.0
25,DEFENDER,Rafael Tolói,1990-10-10,52816,CENTRE_BACK,250112488,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250112488.jpg,ITA,Défenseur,,,66,A,31,30.693150684931503,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52816.png,ITA,FAME,Atalanta,https://img.uefa.com/imgml/TP/teams/logos/70x70/52816.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52816.png,ATA,DOMESTIC_MEN_TEAM_A,Atalanta BC,Defender,#6d904f,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,3.0,,1.0,2.0
2,DEFENDER,Giovanni Di Lorenzo,1993-08-04,50136,FULL_BACK,250064229,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250064229.jpg,ITA,Défenseur,,,66,A,28,27.873972602739727,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50136.png,ITA,FAME,Napoli,https://img.uefa.com/imgml/TP/teams/logos/70x70/50136.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50136.png,NAP,DOMESTIC_MEN_TEAM_A,SSC Napoli,Defender,#6d904f,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,14.0,4.0,3.0,3.0
13,DEFENDER,Emerson,1994-08-03,52914,FULL_BACK,250100056,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250100056.jpg,ITA,Défenseur,176.0,63.0,66,A,27,26.876712328767123,20.33832644628099,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52914.png,ENG,FAME,Chelsea,https://img.uefa.com/imgml/TP/teams/logos/70x70/52914.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,CHE,DOMESTIC_MEN_TEAM_A,Chelsea FC,Defender,#6d904f,Italy,🇮🇹,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group A,19.0,6.0,3.0,5.0
24,DEFENDER,Alessandro Florenzi,1991-03-11,52747,CENTRAL_MIDFIELDER,250026962,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250026962.jpg,ITA,Défenseur,173.0,67.0,66,A,30,30.27671232876712,22.386314277122523,https://img.uefa.com/imgml/uefacom/elements/logos/ma/FRA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52747.png,FRA,FAME,Paris,https://img.uefa.com/imgml/TP/teams/logos/70x70/52747.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,PAR,DOMESTIC_MEN_TEAM_A,Paris Saint-Germain,Defender,#6d904f,Italy,🇮🇹,France,🇫🇷,Ligue 1 🇫🇷,Group A,59.0,19.0,11.0,21.0
15,DEFENDER,Francesco Acerbi,1988-02-10,52973,CENTRE_BACK,250052957,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250052957.jpg,ITA,Défenseur,193.0,87.0,66,A,33,33.35890410958904,23.35633171360305,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52973.png,ITA,FAME,Lazio,https://img.uefa.com/imgml/TP/teams/logos/70x70/52973.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52973.png,LAZ,DOMESTIC_MEN_TEAM_A,SS Lazio,Defender,#6d904f,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,28.0,7.0,5.0,8.0
19,DEFENDER,Leonardo Bonucci,1987-05-01,50139,CENTRE_BACK,250017925,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250017925.jpg,ITA,Défenseur,190.0,86.0,66,A,34,34.13972602739726,23.822714681440445,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50139.png,ITA,FAME,Juventus,https://img.uefa.com/imgml/TP/teams/logos/70x70/50139.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,JUV,DOMESTIC_MEN_TEAM_A,Juventus,Defender,#6d904f,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,122.0,39.0,30.0,40.0
4,DEFENDER,Leonardo Spinazzola,1993-03-25,50137,FULL_BACK,250020885,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250020885.jpg,ITA,Défenseur,,,66,A,28,28.235616438356164,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50137.png,ITA,FAME,Roma,https://img.uefa.com/imgml/TP/teams/logos/70x70/50137.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50137.png,ASR,DOMESTIC_MEN_TEAM_A,AS Roma,Defender,#6d904f,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,19.0,5.0,7.0,3.0
3,DEFENDER,Giorgio Chiellini,1984-08-14,50139,CENTRE_BACK,59142,https://img.uefa.com/imgml/TP/players/3/2020/324x324/59142.jpg,ITA,Défenseur,187.0,86.0,66,A,37,36.85205479452055,24.59321112985787,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50139.png,ITA,FAME,Juventus,https://img.uefa.com/imgml/TP/teams/logos/70x70/50139.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,JUV,DOMESTIC_MEN_TEAM_A,Juventus,Defender,#6d904f,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,125.0,40.0,29.0,40.0
23,DEFENDER,Alessandro Bastoni,1999-04-13,50138,CENTRE_BACK,250091199,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250091199.jpg,ITA,Défenseur,,,66,A,22,22.18082191780822,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50138.png,ITA,FAME,Internazionale,https://img.uefa.com/imgml/TP/teams/logos/70x70/50138.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,INT,DOMESTIC_MEN_TEAM_A,FC Internazionale Milano,Defender,#6d904f,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,7.0,1.0,2.0,2.0
20,MIDFIELDER,Federico Bernardeschi,1994-02-16,50139,WINGER,250061597,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250061597.jpg,ITA,Milieu,183.0,75.0,66,A,27,27.336986301369866,22.39541341933172,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50139.png,ITA,FAME,Juventus,https://img.uefa.com/imgml/TP/teams/logos/70x70/50139.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,JUV,DOMESTIC_MEN_TEAM_A,Juventus,Midfielder,#30a2da,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,44.0,16.0,13.0,10.0
6,MIDFIELDER,Marco Verratti,1992-11-05,52747,CENTRAL_MIDFIELDER,250006200,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250006200.jpg,ITA,Milieu,165.0,60.0,66,A,29,28.61917808219178,22.03856749311295,https://img.uefa.com/imgml/uefacom/elements/logos/ma/FRA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52747.png,FRA,FAME,Paris,https://img.uefa.com/imgml/TP/teams/logos/70x70/52747.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,PAR,DOMESTIC_MEN_TEAM_A,Paris Saint-Germain,Midfielder,#30a2da,Italy,🇮🇹,France,🇫🇷,Ligue 1 🇫🇷,Group A,51.0,14.0,19.0,14.0
16,MIDFIELDER,Bryan Cristante,1995-03-03,50137,CENTRAL_MIDFIELDER,250041741,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250041741.jpg,ITA,Milieu,186.0,82.0,66,A,26,26.295890410958904,23.702162099664697,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50137.png,ITA,FAME,Roma,https://img.uefa.com/imgml/TP/teams/logos/70x70/50137.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50137.png,ASR,DOMESTIC_MEN_TEAM_A,AS Roma,Midfielder,#30a2da,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,19.0,6.0,2.0,7.0
5,MIDFIELDER,Manuel Locatelli,1998-01-08,2600632,DEFENSIVE_MIDFIELDER,250066747,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250066747.jpg,ITA,Milieu,,,66,A,23,23.44109589041096,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2600632.png,ITA,FAME,Sassuolo,https://img.uefa.com/imgml/TP/teams/logos/70x70/2600632.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2600632.png,,DOMESTIC_MEN_TEAM_A,US Sassuolo Calcio,Midfielder,#30a2da,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,14.0,1.0,3.0,4.0
8,MIDFIELDER,Jorginho,1991-12-20,52914,CENTRAL_MIDFIELDER,250067749,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250067749.jpg,ITA,Milieu,180.0,65.0,66,A,30,29.4986301369863,20.061728395061728,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52914.png,ENG,FAME,Chelsea,https://img.uefa.com/imgml/TP/teams/logos/70x70/52914.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,CHE,DOMESTIC_MEN_TEAM_A,Chelsea FC,Midfielder,#30a2da,Italy,🇮🇹,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group A,35.0,11.0,2.0,12.0
12,MIDFIELDER,Stefano Sensi,1995-08-05,50138,CENTRAL_MIDFIELDER,250099650,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250099650.jpg,ITA,Milieu,,,66,A,26,25.87123287671233,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50138.png,ITA,FAME,Internazionale,https://img.uefa.com/imgml/TP/teams/logos/70x70/50138.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,INT,DOMESTIC_MEN_TEAM_A,FC Internazionale Milano,Midfielder,#30a2da,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,13.0,6.0,2.0,2.0
14,MIDFIELDER,Federico Chiesa,1997-10-25,50139,ATTACKING_MIDFIELDER,250090398,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250090398.jpg,ITA,Milieu,,,66,A,24,23.646575342465752,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50139.png,ITA,FAME,Juventus,https://img.uefa.com/imgml/TP/teams/logos/70x70/50139.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,JUV,DOMESTIC_MEN_TEAM_A,Juventus,Midfielder,#30a2da,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,27.0,8.0,3.0,8.0
7,MIDFIELDER,Lorenzo Pellegrini,1996-06-19,50137,CENTRAL_MIDFIELDER,250070130,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250070130.jpg,ITA,Milieu,186.0,77.0,66,A,25,24.997260273972604,22.25690831309978,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50137.png,ITA,FAME,Roma,https://img.uefa.com/imgml/TP/teams/logos/70x70/50137.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50137.png,ASR,DOMESTIC_MEN_TEAM_A,AS Roma,Midfielder,#30a2da,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,23.0,4.0,6.0,6.0
18,MIDFIELDER,Nicolò Barella,1997-02-07,50138,CENTRAL_MIDFIELDER,250066739,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250066739.jpg,ITA,Milieu,,,66,A,24,24.35890410958904,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50138.png,ITA,FAME,Internazionale,https://img.uefa.com/imgml/TP/teams/logos/70x70/50138.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,INT,DOMESTIC_MEN_TEAM_A,FC Internazionale Milano,Midfielder,#30a2da,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,30.0,11.0,5.0,4.0
12,MIDFIELDER,Matteo Pessina,1997-04-21,52816,UNKNOWN,250121401,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250121401.jpg,ITA,Milieu,,,66,A,24,24.15890410958904,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52816.png,ITA,FAME,Atalanta,https://img.uefa.com/imgml/TP/teams/logos/70x70/52816.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52816.png,ATA,DOMESTIC_MEN_TEAM_A,Atalanta BC,Midfielder,#30a2da,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,9.0,1.0,3.0,3.0
9,FORWARD,Andrea Belotti,1993-12-20,50029,,250050378,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250050378.jpg,ITA,Attaquant,181.0,72.0,66,A,28,27.495890410958904,21.97735111870822,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50029.png,ITA,FAME,Torino,https://img.uefa.com/imgml/TP/teams/logos/70x70/50029.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50029.png,TOR,DOMESTIC_MEN_TEAM_A,Torino FC,Forward,#e5ae38,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,39.0,9.0,12.0,11.0
17,FORWARD,Ciro Immobile,1990-02-20,52973,STRIKER,250005254,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250005254.jpg,ITA,Attaquant,185.0,78.0,66,A,31,31.328767123287676,22.79035792549306,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52973.png,ITA,FAME,Lazio,https://img.uefa.com/imgml/TP/teams/logos/70x70/52973.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52973.png,LAZ,DOMESTIC_MEN_TEAM_A,SS Lazio,Forward,#e5ae38,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,64.0,22.0,18.0,16.0
11,FORWARD,Domenico Berardi,1994-08-01,2600632,STRIKER,250058759,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250058759.jpg,ITA,Attaquant,183.0,72.0,66,A,27,26.88219178082192,21.49959688255845,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2600632.png,ITA,FAME,Sassuolo,https://img.uefa.com/imgml/TP/teams/logos/70x70/2600632.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2600632.png,,DOMESTIC_MEN_TEAM_A,US Sassuolo Calcio,Forward,#e5ae38,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,16.0,1.0,1.0,6.0
22,FORWARD,Giacomo Raspadori,2000-02-18,2600632,UNKNOWN,250105617,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250105617.jpg,ITA,Attaquant,,,66,A,21,21.328767123287676,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2600632.png,ITA,FAME,Sassuolo,https://img.uefa.com/imgml/TP/teams/logos/70x70/2600632.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2600632.png,,DOMESTIC_MEN_TEAM_A,US Sassuolo Calcio,Forward,#e5ae38,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,2.0,1.0,,1.0
10,FORWARD,Lorenzo Insigne,1991-06-04,50136,STRIKER,250026037,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250026037.jpg,ITA,Attaquant,163.0,59.0,66,A,30,30.04383561643836,22.20633068613798,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50136.png,ITA,FAME,Napoli,https://img.uefa.com/imgml/TP/teams/logos/70x70/50136.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50136.png,NAP,DOMESTIC_MEN_TEAM_A,SSC Napoli,Forward,#e5ae38,Italy,🇮🇹,Italy,🇮🇹,Serie A 🇮🇹,Group A,61.0,13.0,21.0,19.0
21,GOALKEEPER,Jonas Omlin,1994-01-10,50128,GOALKEEPER,250072893,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250072893.jpg,SUI,Gardien,,,128,A,27,27.438356164383563,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/FRA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50128.png,FRA,FAME,Montpellier,https://img.uefa.com/imgml/TP/teams/logos/70x70/50128.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50128.png,MON,DOMESTIC_MEN_TEAM_A,Montpellier Hérault SC,Goalkeeper,#fc4f30,Switzerland,🇨🇭,France,🇫🇷,Ligue 1 🇫🇷,Group A,23.0,9.0,2.0,5.0
1,GOALKEEPER,Yann Sommer,1988-12-17,52757,GOALKEEPER,97746,https://img.uefa.com/imgml/TP/players/3/2020/324x324/97746.jpg,SUI,Gardien,183.0,79.0,128,A,33,32.50684931506849,23.589835468362743,https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52757.png,GER,FAME,Mönchengladbach,https://img.uefa.com/imgml/TP/teams/logos/70x70/52757.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52757.png,MON,DOMESTIC_MEN_TEAM_A,VfL Borussia Mönchengladbach,Goalkeeper,#fc4f30,Switzerland,🇨🇭,Germany,🇩🇪,Bundesliga 🇩🇪,Group A,90.0,22.0,32.0,25.0
12,GOALKEEPER,Yvon Mvogo,1994-06-06,50062,GOALKEEPER,250026983,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250026983.jpg,SUI,Gardien,188.0,88.0,128,A,27,27.035616438356165,24.898143956541425,https://img.uefa.com/imgml/uefacom/elements/logos/ma/NED.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50062.png,NED,FAME,PSV,https://img.uefa.com/imgml/TP/teams/logos/70x70/50062.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,PSV,DOMESTIC_MEN_TEAM_A,PSV Eindhoven,Goalkeeper,#fc4f30,Switzerland,🇨🇭,Netherlands,🇳🇱,Eredivisie 🇳🇱,Group A,35.0,10.0,5.0,9.0
5,DEFENDER,Manuel Akanji,1995-07-19,52758,UNKNOWN,250085369,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250085369.jpg,SUI,Défenseur,187.0,,128,A,26,25.91780821917808,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52758.png,GER,FAME,Dortmund,https://img.uefa.com/imgml/TP/teams/logos/70x70/52758.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,BVB,DOMESTIC_MEN_TEAM_A,Borussia Dortmund,Defender,#6d904f,Switzerland,🇨🇭,Germany,🇩🇪,Bundesliga 🇩🇪,Group A,34.0,8.0,13.0,7.0
2,DEFENDER,Kevin Mbabu,1995-04-19,64332,FULL_BACK,250046574,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250046574.jpg,SUI,Défenseur,184.0,80.0,128,A,26,26.167123287671235,23.62948960302457,https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/64332.png,GER,FAME,Wolfsburg,https://img.uefa.com/imgml/TP/teams/logos/70x70/64332.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/64332.png,WOL,DOMESTIC_MEN_TEAM_A,VfL Wolfsburg,Defender,#6d904f,Switzerland,🇨🇭,Germany,🇩🇪,Bundesliga 🇩🇪,Group A,20.0,9.0,2.0,4.0
13,DEFENDER,Ricardo Rodríguez,1992-08-25,50029,FULL_BACK,250011089,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250011089.jpg,SUI,Défenseur,181.0,77.0,128,A,29,28.816438356164383,23.503556057507403,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50029.png,ITA,FAME,Torino,https://img.uefa.com/imgml/TP/teams/logos/70x70/50029.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50029.png,TOR,DOMESTIC_MEN_TEAM_A,Torino FC,Defender,#6d904f,Switzerland,🇨🇭,Italy,🇮🇹,Serie A 🇮🇹,Group A,88.0,23.0,30.0,25.0
17,DEFENDER,Loris Benito,1992-01-07,50127,FULL_BACK,250019346,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250019346.jpg,SUI,Défenseur,184.0,80.0,128,A,29,29.44931506849315,23.62948960302457,https://img.uefa.com/imgml/uefacom/elements/logos/ma/FRA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50127.png,FRA,FAME,Bordeaux,https://img.uefa.com/imgml/TP/teams/logos/70x70/50127.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50127.png,BOR,DOMESTIC_MEN_TEAM_A,FC Girondins de Bordeaux,Defender,#6d904f,Switzerland,🇨🇭,France,🇫🇷,Ligue 1 🇫🇷,Group A,26.0,10.0,2.0,6.0
26,DEFENDER,Jordan Lotomba,1998-09-29,52355,FULL_BACK,250091355,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250091355.jpg,SUI,Défenseur,,,128,A,23,22.71780821917808,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/FRA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52355.png,FRA,FAME,Nice,https://img.uefa.com/imgml/TP/teams/logos/70x70/52355.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52355.png,NIC,DOMESTIC_MEN_TEAM_A,OGC Nice,Defender,#6d904f,Switzerland,🇨🇭,France,🇫🇷,Ligue 1 🇫🇷,Group A,5.0,,,3.0
24,DEFENDER,Becir Omeragic,2002-01-20,51150,CENTRE_BACK,250116165,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250116165.jpg,SUI,Défenseur,,,128,A,19,19.405479452054795,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/SUI.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/51150.png,SUI,FAME,Zürich,https://img.uefa.com/imgml/TP/teams/logos/70x70/51150.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/51150.png,FCZ,DOMESTIC_MEN_TEAM_A,FC Zürich,Defender,#6d904f,Switzerland,🇨🇭,Switzerland,🇨🇭,Swiss Super League 🇨🇭,Group A,8.0,,,3.0
4,DEFENDER,Nico Elvedi,1996-09-30,52757,CENTRE_BACK,250055734,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250055734.jpg,SUI,Défenseur,188.0,83.0,128,A,25,24.715068493150685,23.48347668628339,https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52757.png,GER,FAME,Mönchengladbach,https://img.uefa.com/imgml/TP/teams/logos/70x70/52757.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52757.png,MON,DOMESTIC_MEN_TEAM_A,VfL Borussia Mönchengladbach,Defender,#6d904f,Switzerland,🇨🇭,Germany,🇩🇪,Bundesliga 🇩🇪,Group A,47.0,13.0,13.0,11.0
3,DEFENDER,Silvan Widmer,1993-03-05,59856,WINGER,250042877,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250042877.jpg,SUI,Défenseur,183.0,81.0,128,A,28,28.29041095890411,24.187046492878256,https://img.uefa.com/imgml/uefacom/elements/logos/ma/SUI.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/59856.png,SUI,FAME,Basel,https://img.uefa.com/imgml/TP/teams/logos/70x70/59856.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/59856.png,BSL,DOMESTIC_MEN_TEAM_A,FC Basel 1893,Defender,#6d904f,Switzerland,🇨🇭,Switzerland,🇨🇭,Swiss Super League 🇨🇭,Group A,36.0,12.0,6.0,13.0
