jersey_number,field_position,international_name,birth_date,club_id,detailed_field_position,id,image_url,country_code,field_position_fr,height,weight,team_id,group,age,age_float,bmi,association_logo_url,big_logo_url,country_code_club,id_provider,international_name_club,logo_url,medium_logo_url,team_code,team_type_detail,display_official_name,field_position_hr,field_position_color,country_name,country_flag,country_name_club,country_flag_club,league_name,group_hr,nbr_selections,nbr_selections_euro,nbr_selections_wcup,nbr_selections_friendly
1,GOALKEEPER,Tomáš Vaclík,1989-03-29,52714,GOALKEEPER,250000898,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250000898.jpg,CZE,Gardien,188.0,85.0,58837,D,32,32.227397260273975,24.049343594386603,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ESP.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52714.png,ESP,FAME,Sevilla,https://img.uefa.com/imgml/TP/teams/logos/70x70/52714.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52714.png,SEV,DOMESTIC_MEN_TEAM_A,Sevilla FC,Goalkeeper,#fc4f30,Czech Republic,🇨🇿,Spain,🇪🇸,La Liga 🇪🇸,Group D,73.0,20.0,18.0,26.0
5,DEFENDER,Vladimír Coufal,1992-08-22,53358,FULL_BACK,250061048,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250061048.jpg,CZE,Défenseur,179.0,76.0,58837,D,29,28.824657534246576,23.719609250647608,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/53358.png,ENG,FAME,West Ham,https://img.uefa.com/imgml/TP/teams/logos/70x70/53358.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/53358.png,WES,DOMESTIC_MEN_TEAM_A,West Ham United FC,Defender,#6d904f,Czech Republic,🇨🇿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,28.0,8.0,3.0,9.0
22,DEFENDER,Aleš Matějů,1996-06-03,64105,FULL_BACK,250055105,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250055105.jpg,CZE,Défenseur,184.0,79.0,58837,D,25,25.04109589041096,23.334120982986768,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/64105.png,ITA,FAME,Brescia,https://img.uefa.com/imgml/TP/teams/logos/70x70/64105.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/64105.png,BRE,DOMESTIC_MEN_TEAM_A,Brescia Calcio,Defender,#6d904f,Czech Republic,🇨🇿,Italy,🇮🇹,Serie A 🇮🇹,Group D,11.0,,2.0,4.0
2,DEFENDER,Pavel Kadeřábek,1992-04-25,2600431,FULL_BACK,250004178,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250004178.jpg,CZE,Défenseur,182.0,81.0,58837,D,29,29.15068493150685,24.45356840961236,https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2600431.png,GER,FAME,Hoffenheim,https://img.uefa.com/imgml/TP/teams/logos/70x70/2600431.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2600431.png,HOF,DOMESTIC_MEN_TEAM_A,TSG 1899 Hoffenheim,Defender,#6d904f,Czech Republic,🇨🇿,Germany,🇩🇪,Bundesliga 🇩🇪,Group D,55.0,19.0,11.0,20.0
9,DEFENDER,Tomáš Holeš,1993-03-31,52498,FULL_BACK,250054481,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250054481.jpg,CZE,Défenseur,,,58837,D,28,28.21917808219178,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/CZE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52498.png,CZE,FAME,Slavia Praha,https://img.uefa.com/imgml/TP/teams/logos/70x70/52498.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52498.png,SLP,DOMESTIC_MEN_TEAM_A,SK Slavia Praha,Defender,#6d904f,Czech Republic,🇨🇿,Czech Republic,🇨🇿,Fortuna liga 🇨🇿,Group D,10.0,,3.0,3.0
17,DEFENDER,David Zima,2000-11-08,52498,CENTRE_BACK,250124916,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250124916.jpg,CZE,Défenseur,,,58837,D,21,20.605479452054794,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/CZE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52498.png,CZE,FAME,Slavia Praha,https://img.uefa.com/imgml/TP/teams/logos/70x70/52498.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52498.png,SLP,DOMESTIC_MEN_TEAM_A,SK Slavia Praha,Defender,#6d904f,Czech Republic,🇨🇿,Czech Republic,🇨🇿,Fortuna liga 🇨🇿,Group D,6.0,,3.0,2.0
4,DEFENDER,Jakub Brabec,1992-08-06,64388,CENTRE_BACK,250014597,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250014597.jpg,CZE,Défenseur,186.0,78.0,58837,D,29,28.86849315068493,22.54595907041276,https://img.uefa.com/imgml/uefacom/elements/logos/ma/CZE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/64388.png,CZE,FAME,Plzeň,https://img.uefa.com/imgml/TP/teams/logos/70x70/64388.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/64388.png,PLZ,DOMESTIC_MEN_TEAM_A,FC Viktoria Plzeň,Defender,#6d904f,Czech Republic,🇨🇿,Czech Republic,🇨🇿,Fortuna liga 🇨🇿,Group D,31.0,7.0,7.0,10.0
18,DEFENDER,Jan Bořil,1991-01-11,52498,FULL_BACK,1907136,https://img.uefa.com/imgml/TP/players/3/2020/324x324/1907136.jpg,CZE,Défenseur,,,58837,D,30,30.438356164383563,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/CZE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52498.png,CZE,FAME,Slavia Praha,https://img.uefa.com/imgml/TP/teams/logos/70x70/52498.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52498.png,SLP,DOMESTIC_MEN_TEAM_A,SK Slavia Praha,Defender,#6d904f,Czech Republic,🇨🇿,Czech Republic,🇨🇿,Fortuna liga 🇨🇿,Group D,27.0,7.0,7.0,9.0
6,DEFENDER,Tomáš Kalas,1993-05-15,2601134,CENTRE_BACK,250011913,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250011913.jpg,CZE,Défenseur,184.0,86.0,58837,D,28,28.095890410958905,25.401701323251416,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/2601134.png,ENG,FAME,Bristol City,https://img.uefa.com/imgml/TP/teams/logos/70x70/2601134.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/2601134.png,,DOMESTIC_MEN_TEAM_A,Bristol City FC,Defender,#6d904f,Czech Republic,🇨🇿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,36.0,9.0,8.0,14.0
3,DEFENDER,Ondřej Čelůstka,1989-06-18,50033,CENTRE_BACK,250000900,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250000900.jpg,CZE,Défenseur,186.0,80.0,58837,D,32,32.00547945205479,23.12406058503873,https://img.uefa.com/imgml/uefacom/elements/logos/ma/CZE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50033.png,CZE,FAME,Sparta Praha,https://img.uefa.com/imgml/TP/teams/logos/70x70/50033.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50033.png,SPP,DOMESTIC_MEN_TEAM_A,AC Sparta Praha,Defender,#6d904f,Czech Republic,🇨🇿,Czech Republic,🇨🇿,Fortuna liga 🇨🇿,Group D,30.0,8.0,7.0,9.0
26,MIDFIELDER,Michal Sadílek,1999-05-31,64385,CENTRAL_MIDFIELDER,250077931,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250077931.jpg,CZE,Milieu,,,58837,D,22,22.04931506849315,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/CZE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/64385.png,CZE,FAME,Liberec,https://img.uefa.com/imgml/TP/teams/logos/70x70/64385.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/64385.png,LIB,DOMESTIC_MEN_TEAM_A,FC Slovan Liberec,Midfielder,#30a2da,Czech Republic,🇨🇿,Czech Republic,🇨🇿,Fortuna liga 🇨🇿,Group D,3.0,2.0,,1.0
25,MIDFIELDER,Jakub Pešek,1993-06-24,64385,WINGER,250144288,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250144288.jpg,CZE,Milieu,,,58837,D,28,27.98630136986301,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/CZE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/64385.png,CZE,FAME,Liberec,https://img.uefa.com/imgml/TP/teams/logos/70x70/64385.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/64385.png,LIB,DOMESTIC_MEN_TEAM_A,FC Slovan Liberec,Midfielder,#30a2da,Czech Republic,🇨🇿,Czech Republic,🇨🇿,Fortuna liga 🇨🇿,Group D,6.0,,3.0,2.0
21,MIDFIELDER,Alex Král,1998-05-19,50068,UNKNOWN,250077921,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250077921.jpg,CZE,Milieu,,,58837,D,23,23.08219178082192,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/RUS.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50068.png,RUS,FAME,Spartak Moskva,https://img.uefa.com/imgml/TP/teams/logos/70x70/50068.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50068.png,SPM,DOMESTIC_MEN_TEAM_A,FC Spartak Moskva,Midfielder,#30a2da,Czech Republic,🇨🇿,Russia,🇷🇺,Российская премьер-лига 🇷🇺,Group D,19.0,8.0,,6.0
14,MIDFIELDER,Jakub Jankto,1996-01-19,50089,,250081964,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250081964.jpg,CZE,Milieu,,,58837,D,25,25.413698630136988,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50089.png,ITA,FAME,Sampdoria,https://img.uefa.com/imgml/TP/teams/logos/70x70/50089.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50089.png,SAM,DOMESTIC_MEN_TEAM_A,UC Sampdoria,Midfielder,#30a2da,Czech Republic,🇨🇿,Italy,🇮🇹,Serie A 🇮🇹,Group D,36.0,8.0,9.0,12.0
15,MIDFIELDER,Tomáš Souček,1995-02-27,53358,DEFENSIVE_MIDFIELDER,250066618,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250066618.jpg,CZE,Milieu,,,58837,D,26,26.306849315068494,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/53358.png,ENG,FAME,West Ham,https://img.uefa.com/imgml/TP/teams/logos/70x70/53358.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/53358.png,WES,DOMESTIC_MEN_TEAM_A,West Ham United FC,Midfielder,#30a2da,Czech Republic,🇨🇿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,38.0,8.0,8.0,15.0
7,MIDFIELDER,Antonín Barák,1994-12-03,52301,UNKNOWN,250092717,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250092717.jpg,CZE,Milieu,190.0,86.0,58837,D,27,26.542465753424658,23.822714681440445,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ITA.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52301.png,ITA,FAME,Verona,https://img.uefa.com/imgml/TP/teams/logos/70x70/52301.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52301.png,VER,DOMESTIC_MEN_TEAM_A,Hellas Verona FC,Midfielder,#30a2da,Czech Republic,🇨🇿,Italy,🇮🇹,Serie A 🇮🇹,Group D,24.0,,9.0,11.0
8,MIDFIELDER,Vladimír Darida,1990-08-08,5451,CENTRAL_MIDFIELDER,250040527,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250040527.jpg,CZE,Milieu,171.0,74.0,58837,D,31,30.86575342465753,25.3069320474676,https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/5451.png,GER,FAME,Hertha,https://img.uefa.com/imgml/TP/teams/logos/70x70/5451.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/5451.png,HER,DOMESTIC_MEN_TEAM_A,Hertha BSC Berlin,Midfielder,#30a2da,Czech Republic,🇨🇿,Germany,🇩🇪,Bundesliga 🇩🇪,Group D,74.0,23.0,16.0,29.0
12,MIDFIELDER,Lukáš Masopust,1993-02-12,52498,CENTRAL_MIDFIELDER,150296281,https://img.uefa.com/imgml/TP/players/3/2020/324x324/150296281.jpg,CZE,Milieu,,,58837,D,28,28.34794520547945,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/CZE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52498.png,CZE,FAME,Slavia Praha,https://img.uefa.com/imgml/TP/teams/logos/70x70/52498.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52498.png,SLP,DOMESTIC_MEN_TEAM_A,SK Slavia Praha,Midfielder,#30a2da,Czech Republic,🇨🇿,Czech Republic,🇨🇿,Fortuna liga 🇨🇿,Group D,24.0,8.0,3.0,6.0
13,MIDFIELDER,Petr Ševčík,1994-05-04,52498,ATTACKING_MIDFIELDER,250055928,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250055928.jpg,CZE,Milieu,172.0,65.0,58837,D,27,27.126027397260277,21.97133585722012,https://img.uefa.com/imgml/uefacom/elements/logos/ma/CZE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52498.png,CZE,FAME,Slavia Praha,https://img.uefa.com/imgml/TP/teams/logos/70x70/52498.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52498.png,SLP,DOMESTIC_MEN_TEAM_A,SK Slavia Praha,Midfielder,#30a2da,Czech Republic,🇨🇿,Czech Republic,🇨🇿,Fortuna liga 🇨🇿,Group D,8.0,2.0,,3.0
11,FORWARD,Michael Krmenčík,1993-03-15,50130,STRIKER,250029287,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250029287.jpg,CZE,Attaquant,187.0,74.0,58837,D,28,28.263013698630136,21.161600274528865,https://img.uefa.com/imgml/uefacom/elements/logos/ma/GRE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50130.png,GRE,FAME,PAOK,https://img.uefa.com/imgml/TP/teams/logos/70x70/50130.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50130.png,PAO,DOMESTIC_MEN_TEAM_A,PAOK FC,Forward,#e5ae38,Czech Republic,🇨🇿,Greece,🇬🇷,Ελληνική Σούπερ Λιγκ 1 🇬🇷,Group D,32.0,5.0,10.0,11.0
10,FORWARD,Patrik Schick,1996-01-24,50109,STRIKER,250055110,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250055110.jpg,CZE,Attaquant,186.0,73.0,58837,D,25,25.4,21.10070528384784,https://img.uefa.com/imgml/uefacom/elements/logos/ma/GER.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50109.png,GER,FAME,Leverkusen,https://img.uefa.com/imgml/TP/teams/logos/70x70/50109.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50109.png,BL,DOMESTIC_MEN_TEAM_A,Bayer 04 Leverkusen,Forward,#e5ae38,Czech Republic,🇨🇿,Germany,🇩🇪,Bundesliga 🇩🇪,Group D,29.0,6.0,6.0,13.0
19,FORWARD,Adam Hložek,2002-07-25,50033,STRIKER,250114001,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250114001.jpg,CZE,Attaquant,,,58837,D,19,18.895890410958906,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/CZE.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50033.png,CZE,FAME,Sparta Praha,https://img.uefa.com/imgml/TP/teams/logos/70x70/50033.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50033.png,SPP,DOMESTIC_MEN_TEAM_A,AC Sparta Praha,Forward,#e5ae38,Czech Republic,🇨🇿,Czech Republic,🇨🇿,Fortuna liga 🇨🇿,Group D,3.0,,,2.0
20,FORWARD,Matěj Vydra,1992-05-01,53354,STRIKER,1909688,https://img.uefa.com/imgml/TP/players/3/2020/324x324/1909688.jpg,CZE,Attaquant,178.0,74.0,58837,D,29,29.134246575342463,23.355636914530997,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/53354.png,ENG,FAME,Burnley,https://img.uefa.com/imgml/TP/teams/logos/70x70/53354.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/53354.png,BUR,DOMESTIC_MEN_TEAM_A,Burnley FC,Forward,#e5ae38,Czech Republic,🇨🇿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,41.0,7.0,11.0,16.0
24,FORWARD,Tomáš Pekhart,1989-05-26,50146,STRIKER,102696,https://img.uefa.com/imgml/TP/players/3/2020/324x324/102696.jpg,CZE,Attaquant,194.0,75.0,58837,D,32,32.06849315068493,19.927728770326283,https://img.uefa.com/imgml/uefacom/elements/logos/ma/POL.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50146.png,POL,FAME,Legia,https://img.uefa.com/imgml/TP/teams/logos/70x70/50146.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50146.png,LEG,DOMESTIC_MEN_TEAM_A,Legia Warszawa,Forward,#e5ae38,Czech Republic,🇨🇿,Poland,🇵🇱,Ekstraklasa 🇵🇱,Group D,30.0,9.0,11.0,10.0
1,GOALKEEPER,Jordan Pickford,1994-03-07,52281,GOALKEEPER,250024791,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250024791.jpg,ENG,Gardien,185.0,77.0,39,D,27,27.284931506849315,22.4981738495252,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52281.png,ENG,FAME,Everton,https://img.uefa.com/imgml/TP/teams/logos/70x70/52281.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52281.png,EVE,DOMESTIC_MEN_TEAM_A,Everton FC,Goalkeeper,#fc4f30,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,40.0,8.0,11.0,9.0
23,GOALKEEPER,Sam Johnstone,1993-03-25,53359,GOALKEEPER,250007234,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250007234.jpg,ENG,Gardien,191.0,80.0,39,D,28,28.235616438356164,21.92922343137524,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/53359.png,ENG,FAME,West Brom,https://img.uefa.com/imgml/TP/teams/logos/70x70/53359.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/53359.png,WES,DOMESTIC_MEN_TEAM_A,West Bromwich Albion FC,Goalkeeper,#fc4f30,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,5.0,,3.0,2.0
13,GOALKEEPER,Dean Henderson,1997-03-12,52682,GOALKEEPER,250064823,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250064823.jpg,ENG,Gardien,,,39,D,24,24.26849315068493,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52682.png,ENG,FAME,Man. United,https://img.uefa.com/imgml/TP/teams/logos/70x70/52682.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52682.png,MU,DOMESTIC_MEN_TEAM_A,Manchester United FC,Goalkeeper,#fc4f30,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,16.0,4.0,3.0,3.0
16,DEFENDER,Conor Coady,1993-02-25,53357,CENTRE_BACK,250014517,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250014517.jpg,ENG,Défenseur,185.0,,39,D,28,28.312328767123287,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/53357.png,ENG,FAME,Wolves,https://img.uefa.com/imgml/TP/teams/logos/70x70/53357.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/53357.png,WOL,DOMESTIC_MEN_TEAM_A,Wolverhampton Wanderers FC,Defender,#6d904f,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,10.0,,3.0,3.0
21,DEFENDER,Ben Chilwell,1996-12-21,52914,UNKNOWN,250078763,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250078763.jpg,ENG,Défenseur,178.0,71.0,39,D,25,24.49041095890411,22.408786769347305,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52914.png,ENG,FAME,Chelsea,https://img.uefa.com/imgml/TP/teams/logos/70x70/52914.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,CHE,DOMESTIC_MEN_TEAM_A,Chelsea FC,Defender,#6d904f,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,21.0,8.0,3.0,3.0
6,DEFENDER,Harry Maguire,1993-03-05,52682,CENTRE_BACK,250075007,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250075007.jpg,ENG,Défenseur,,,39,D,28,28.29041095890411,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52682.png,ENG,FAME,Man. United,https://img.uefa.com/imgml/TP/teams/logos/70x70/52682.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52682.png,MU,DOMESTIC_MEN_TEAM_A,Manchester United FC,Defender,#6d904f,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,35.0,8.0,12.0,7.0
22,DEFENDER,Trent Alexander-Arnold,1998-10-07,7889,UNKNOWN,250076357,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250076357.jpg,ENG,Défenseur,,,39,D,23,22.695890410958903,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/7889.png,ENG,FAME,Liverpool,https://img.uefa.com/imgml/TP/teams/logos/70x70/7889.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,LIV,DOMESTIC_MEN_TEAM_A,Liverpool FC,Defender,#6d904f,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,22.0,6.0,1.0,5.0
3,DEFENDER,Luke Shaw,1995-07-12,52682,FULL_BACK,250042705,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250042705.jpg,ENG,Défenseur,185.0,75.0,39,D,26,25.936986301369863,21.91380569758948,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52682.png,ENG,FAME,Man. United,https://img.uefa.com/imgml/TP/teams/logos/70x70/52682.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52682.png,MU,DOMESTIC_MEN_TEAM_A,Manchester United FC,Defender,#6d904f,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,17.0,2.0,7.0,6.0
24,DEFENDER,Reece James,1999-12-08,52914,UNKNOWN,250110362,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250110362.jpg,ENG,Défenseur,,,39,D,22,21.526027397260275,,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52914.png,ENG,FAME,Chelsea,https://img.uefa.com/imgml/TP/teams/logos/70x70/52914.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,CHE,DOMESTIC_MEN_TEAM_A,Chelsea FC,Defender,#6d904f,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,7.0,,3.0,2.0
2,DEFENDER,Kyle Walker,1990-05-28,52919,FULL_BACK,250010259,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250010259.jpg,ENG,Défenseur,178.0,70.0,39,D,31,31.063013698630137,22.093170054286077,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52919.png,ENG,FAME,Man. City,https://img.uefa.com/imgml/TP/teams/logos/70x70/52919.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,MC,DOMESTIC_MEN_TEAM_A,Manchester City FC,Defender,#6d904f,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,68.0,9.0,26.0,22.0
5,DEFENDER,John Stones,1994-05-28,52919,CENTRE_BACK,250064233,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250064233.jpg,ENG,Défenseur,188.0,70.0,39,D,27,27.06027397260274,19.80534178361249,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ENG.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/52919.png,ENG,FAME,Man. City,https://img.uefa.com/imgml/TP/teams/logos/70x70/52919.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,MC,DOMESTIC_MEN_TEAM_A,Manchester City FC,Defender,#6d904f,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Premiere League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Group D,56.0,9.0,20.0,22.0
12,DEFENDER,Kieran Trippier,1990-09-19,50124,FULL_BACK,250000919,https://img.uefa.com/imgml/TP/players/3/2020/324x324/250000919.jpg,ENG,Défenseur,178.0,81.0,39,D,31,30.75068493150685,25.5649539199596,https://img.uefa.com/imgml/uefacom/elements/logos/ma/ESP.svg,https://img.uefa.com/imgml/TP/teams/logos/700x700/50124.png,ESP,FAME,Atlético,https://img.uefa.com/imgml/TP/teams/logos/70x70/50124.png,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,ATL,DOMESTIC_MEN_TEAM_A,Club Atlético de Madrid,Defender,#6d904f,England,🏴󠁧󠁢󠁥󠁮󠁧󠁿,Spain,🇪🇸,La Liga 🇪🇸,Group D,38.0,8.0,12.0,10.0
